areatypename,areasymbol,areaname,areaacres,mlraoffice,legenddesc,ssastatus,mouagncyresp,projectscale,cordate,ssurgoarchived,legendsuituse,legendcertstat,lkey
Non-MLRA Soil Survey Area,IA015,"Boone County, Iowa",367200,"St. Paul, MN",Detailed Soil Map Legend,NA,Natural Resources Conservation Service,15840,NA,NA,NA,NA,32529
