set_id,outfile,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,TTsum,till
100,nash_CC_270.out,1997-12-31,1997,44.921,0,44.921,0,0,1508.206,?,191,276,3.646,739.508,177.865,1,1,1,1574.738,1202.7,10.7,0.286,0.276,0,reduced
100,nash_CC_270.out,1998-12-31,1998,208.214,208.214,0,8,8,1269.147,126.000,193,247,3.23,699.725,270.723,1.994,1.861,1.709,1631.382,412.2,5.9,0.297,0.295,0,reduced
100,nash_CC_270.out,1999-12-31,1999,51.098,0,51.098,0,0,1297.552,126.000,185,266,3.845,695.746,224.25,1,1.759,1,1109.681,2379.9,17.4,0.282,0.309,0,reduced
100,nash_CC_270.out,2000-12-31,2000,217.071,217.071,0,8,8,1516.504,126.000,196,254,3.924,732.656,300.444,1.99,1.935,1.74,2132.411,692.9,8,0.319,0.239,0,reduced
100,nash_CC_270.out,2001-12-31,2001,48.528,0,48.528,0,0,1543.141,126.000,188,270,3.845,614.052,217.202,1,1.946,1,1632.253,2979.9,19.4,0.282,0.302,0,reduced
100,nash_CC_270.out,2002-12-31,2002,241.352,241.352,0,8,8,1434.5,128.000,192,247,4.793,774.621,327.006,1.942,1.975,1.71,2192.989,402.2,4.7,0.293,0.285,0,reduced
100,nash_CC_270.out,2003-12-31,2003,58.427,0,58.427,0,0,1383.081,128.000,190,0,5.148,644.022,288.537,0.956,1.92,1,1659.259,2869.2,18.2,0.268,0.306,0,reduced
100,nash_CC_270.out,2004-12-31,2004,212.903,212.903,0,8,8,1255.023,129.000,200,263,3.307,695.075,256.296,1.994,1.857,1.794,1507.759,738.9,8.6,0.297,0.289,0,reduced
100,nash_CC_270.out,2005-12-31,2005,228.383,228.383,0,8.7,8.7,1305.904,128.000,198,254,3.844,674.758,306.619,1.994,1.844,1.803,1380.832,2371.2,20.2,0.304,0.311,0,reduced
100,nash_CC_270.out,2006-12-31,2006,174.549,174.549,0,8.7,8.7,1396.276,127.000,199,256,4.079,535.567,284.663,1.994,1.875,1.824,1589.495,5089.8,41.8,0.314,0.313,11.877,reduced
100,nash_CC_270.out,2007-12-31,2007,217.292,217.292,0,8.7,8.7,1393.422,130.000,198,254,4.499,519.299,299.348,1.993,1.819,1.84,1215.739,7045.7,60.7,0.307,0.319,2.562,reduced
100,nash_CC_270.out,2008-12-31,2008,206.113,206.113,0,8.7,8.7,1200.399,137.000,207,270,3.652,510.224,261.409,1.994,1.832,1.865,1368.704,5981.6,46.4,0.315,0.34,0,reduced
100,nash_CC_270.out,2009-12-31,2009,214.049,214.049,0,8.7,0,1249.39,116.000,194,258,3.847,532.832,282.86,1.995,1.829,1.722,1398.297,5490.6,44.8,0.32,0.297,0,reduced
100,nash_CC_270.out,2010-12-31,2010,177.296,177.296,0,8.9,8.9,1030.601,117.000,192,243,3.147,467.252,254.068,1.994,1.766,1.742,1082.22,8181.7,57.6,0.313,0.314,2.127,reduced
100,nash_CC_270.out,2011-12-31,2011,213.437,213.437,0,8.7,8.7,1354.153,131.000,201,255,4.028,545.618,284.946,1.994,1.866,1.801,1543.929,5177.3,35.7,0.305,0.321,1.254,reduced
100,nash_CC_270.out,2012-12-31,2012,227.768,227.768,0,8.7,8.7,1509.239,125.000,192,244,4.806,671.203,381.127,1.786,1.942,1.852,1924.809,4370.8,37.1,0.298,0.316,0,reduced
100,nash_CC_270.out,2013-12-31,2013,197.445,197.445,0,8.7,8.7,1430.707,139.000,207,270,4.683,612.642,367.919,1.869,1.9,1.814,1782.282,5141.9,50,0.245,0.328,0.846,reduced
100,nash_CC_270.out,2014-12-31,2014,161.952,161.952,0,8.7,8.7,1270.954,136.000,206,272,2.997,384.758,217.258,1.994,1.8,1.858,1249.153,9661.2,87.3,0.316,0.333,0,reduced
100,nash_CC_270.out,2015-12-31,2015,208.152,208.152,0,8.7,8.7,1241.477,125.000,199,257,3.555,580.81,286.125,1.994,1.827,1.816,1367.673,4619.8,39.1,0.315,0.312,1.506,reduced
100,nash_CC_270.out,2016-12-31,2016,144.901,144.901,0,8.7,8.7,938.804,116.000,192,245,2.992,506.074,218.86,1.994,1.728,1.731,921.258,5154,43.6,0.312,0.303,0.329,reduced
100,nash_CC_270.out,2017-12-31,2017,0.187,0.187,0,8.7,8.7,1045.113,130.000,199,261,1.881,405.363,103.837,1.994,1.784,1.5,1101.022,4777,38.5,0.301,0.308,2.374,reduced
100,nash_CC_270.out,2018-12-31,2018,24.784,24.784,0,8.7,8.7,912.064,128.000,192,248,1.279,437.232,85.503,1.994,1.735,1.498,850.315,4648.2,40.5,0.313,0.305,1.378,reduced
100,nash_CC_270.out,2019-12-31,2019,210.127,210.127,0,8.7,8.7,1436.698,136.000,202,263,3.842,595.701,270.018,1.994,1.868,1.789,1575.67,2467,21.5,0.307,0.314,0,reduced
