set,kill_startStage,kill_endStage,kill_maxLayer,kill_moistLim,kill_tempLim,kill_xMoistString,kill_yMoistString,kill_xTempString,kill_yTempString,rue_moistDaysBefore,rue_moistDaysAfter,rue_moistMaxLayers,rue_coldStage,rue_coldTT,rue_xSurfaceOMString,rue_ySurfaceOMString,rue_xMoistureString,rue_yMoistureString,rue_xTTString,rue_yTTString,xf_moistDaysBefore,xf_moistDaysAfter,xf_moistMaxLayers,xf_coldStage,xf_coldTT,xf_xSurfaceOMString,xf_ySurfaceOMString,xf_xMoistureString,xf_yMoistureString,xf_xTTString,xf_yTTString
defaults,1,3.5,3,2,2,"0, 0.5, 1, 1.5, 2","0.01, 0, 0, 0, 0.03","-3.5, 0","0.1, 0",14,1,2,4,4,"0,2500,10000","1,1,0.96","0,1,2","0.97,1.0,0.94","0,15,100","1,0.96,0.92",14,1,2,4,4,"0,2500,10000","1,1,0.96","0,1,2","0.97,1.0,0.94","0,15,100","1,0.96,0.92"
