hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
A2,NA,A,NA,2,26,36,55,36,46,60,NA,10,NA,0,0,1,0,0,1,94,100,100,85,98,100,76,94,100,65,85,92,15,16,40,0.9,1.3,4.9,1.6,2.1,6.5,2.2,2.7,7.9,4.5,5.1,12.7,4.1,4.8,12.9,28,54,60,NA,19,NA,NA,35,NA,25,30,32,0,0,0,3,4,5,NA,NA,NA,1.25,1.35,1.45,NA,NA,NA,1.45,1.55,1.61,2.55,1,3,10,0.2,0.22,0.24,NA,NA,NA,28.3,33.1,34.7,15.6,20.7,23.2,37,44,48,3,4.7,5.9,41,48,53,17,20,22,10,19,24,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,21.2,25.2,27,NA,NA,NA,18.7,24.8,26.8,6.1,7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587853,51368289
A1,NA,A,NA,1,13,23,25,26,36,55,NA,13,NA,0,0,1,0,0,1,94,100,100,85,98,100,76,94,100,65,85,92,15,16,40,0.9,1.3,4.9,1.6,2.1,6.5,2.2,2.7,7.9,4.5,5.1,12.7,4.1,4.8,12.9,28,54,60,NA,19,NA,NA,35,NA,25,30,32,0,0,0,4,5,6,NA,NA,NA,1.25,1.35,1.45,NA,NA,NA,1.46,1.56,1.61,2.53,1,3,10,0.19,0.21,0.24,NA,NA,NA,29,33.8,35.3,16.7,21.9,24.3,36,43,47,3,4.8,5.9,43,51,55,17,20,22,10,20,25,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,21.4,25.5,27.2,NA,NA,NA,18.7,25.2,27,6.1,7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,5.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587853,51368290
Ap,NA,A,NA,NA,0,0,0,13,23,25,NA,23,NA,0,0,1,0,0,1,94,100,100,85,98,100,76,94,100,65,85,92,15,16,40,0.9,1.3,4.9,1.6,2.1,6.5,2.2,2.7,7.9,4.5,5.1,12.7,4.1,4.8,12.9,28,54,60,NA,19,NA,NA,35,NA,25,30,32,0,0,0,6,6.5,7,NA,NA,NA,1.25,1.35,1.45,NA,NA,NA,1.41,1.51,1.61,2.51,1,3,10,0.16,0.18,0.24,NA,NA,NA,30.3,34.7,35.9,18.9,23.7,25.5,35,42,46,3,3.7,5.9,48,53,57,17,20,22,11,20,25,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0.1,2,21.8,25.7,27.3,NA,NA,NA,19.1,25.5,27.1,6.1,7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,5.9,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587853,51368291
2Bw1,2,B,NA,1,46,58,75,63,74,115,NA,16,NA,0,0,1,0,1,1,92,96,99,86,93,97,72,82,90,51,60,68,30,39,50,1.3,3.5,5.4,2.1,4.9,7.1,8.4,11.5,13.9,9.1,12.3,14.6,4.7,6.8,8.8,23,36,48,NA,16,NA,NA,20,NA,22,25,28,0,0,0,1,1.5,2,NA,NA,NA,1.75,1.83,1.9,NA,NA,NA,1.87,1.94,1.95,2.59,0.01,0.7,1,0.07,0.07,0.14,NA,NA,NA,21.9,25.7,28.5,15.7,19.6,23.2,23,27,30,0,2.1,2.9,34,38,43,15,17,20,5,8,12,0.32,0.32,0,0,15,0,0,0,0,0,0,0,0.1,2,18.1,20.6,23.1,NA,NA,NA,16.8,20.6,62.1,6.6,7.4,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2.5,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587853,51368292
2Bw2,2,B,NA,2,63,74,115,81,97,155,NA,23,NA,0,0,1,0,1,1,92,96,99,86,93,97,72,82,90,51,60,68,30,39,50,1.3,3.5,5.4,2.1,4.9,7.1,8.4,11.5,13.9,9.1,12.3,14.6,4.7,6.8,8.8,23,36,48,NA,16,NA,NA,20,NA,22,25,28,0,0,0,0,0.5,1,NA,NA,NA,1.75,1.83,1.9,NA,NA,NA,1.86,1.94,1.94,2.61,0.01,0.7,1,0.09,0.09,0.17,NA,NA,NA,21.9,25.7,30.9,14.3,18,21.7,23,27,31,0,1.9,2.9,32,36,41,15,17,20,4,8,12,0.37,0.37,0,0,15,0,0,0,0,0,0,0,0.1,2,15.4,19.7,22.5,NA,NA,NA,14.7,20.8,61.5,6.6,7.4,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587853,51368293
AB,NA,AB,NA,NA,20,36,43,33,48,61,NA,12,NA,0,0,0,0,0,4,98,99,100,96,99,100,75,87,92,55,62,80,21,32,40,0.4,1.7,1.7,2.7,4.3,4.5,6.6,8.8,13.5,7.8,11.1,11.6,5,6.1,6.1,36,43,55,18,22,28,18,21,27,20,25,27,0,0,0,1,1.5,3,NA,NA,NA,1.4,1.55,1.6,NA,NA,NA,1.55,1.7,1.73,NA,1,9,10,0.16,0.18,0.2,NA,NA,NA,27.5,31.3,33.4,13.2,17.5,20.9,35,38,44,3,3.2,5.9,32,38,43,13,17,19,4,8,15,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,16.6,20.6,22.7,NA,NA,NA,12.8,17.5,22.7,5.1,5.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,7.1,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587842,51368209
Ap,NA,A,NA,NA,0,0,0,18,23,36,NA,23,NA,0,0,0,0,0,4,98,99,100,97,99,100,84,91,95,49,63,79,14,36,52,0.2,1.9,1.9,2.4,4.8,7.5,7.7,9.9,18.9,8.5,12.5,22.9,3.6,6.9,8.3,29,43,65,15,22,33,14,21,32,14,21,27,0,0,0,2,2.9,3.9,NA,NA,NA,1.2,1.28,1.6,NA,NA,NA,1.3,1.38,1.7,NA,1,9,10,0.17,0.19,0.21,NA,NA,NA,24.5,29,31.9,9.3,14.1,18.3,34,47,50,1.3,2.6,2.9,29,37,45,9,14,18,1,7,15,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,12.4,18.1,22.9,NA,NA,NA,9.5,16.7,22.9,5.1,5.8,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.1,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587842,51368210
A,NA,A,NA,NA,18,23,36,20,36,43,NA,13,NA,0,0,0,0,0,4,98,99,100,97,99,100,86,90,96,55,65,81,19,33,48,0.2,1.7,1.7,2.2,4.4,6.8,6.8,9.1,16.4,7.7,11.5,16,4.7,6.3,7.4,31,46,60,16,24,31,15,22,29,14,21,27,0,0,0,2.1,2.8,3.4,NA,NA,NA,1.2,1.55,1.6,NA,NA,NA,1.32,1.67,1.73,NA,1,9,10,0.17,0.19,0.21,NA,NA,NA,26.2,30.9,33.7,11.3,16.9,21.4,34,37,50,1.3,2.6,2.9,29,37,44,9,14,19,2,7,16,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0.1,2,12.4,18,22.8,NA,NA,NA,9.7,14.5,22.8,5.1,5.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.9,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587842,51368211
2Bw1,2,B,NA,1,33,48,61,43,104,130,NA,56,NA,0,0,0,0,1,7,92,98,100,89,96,99,78,83,88,44,54,63,24,45,58,1.5,2.3,3.9,4.6,6,10.1,9.4,12.3,18.9,13.1,15.6,18.9,7.2,8.8,11.6,22,30,55,10,13,24,12,17,31,20,25,30,0,0,1,0,0.5,1,NA,NA,NA,1.65,1.75,1.85,NA,NA,NA,1.82,1.92,2.01,NA,0.01,0.7,1,0.14,0.16,0.18,NA,NA,NA,22.5,28.4,34,12.3,17.7,24.5,25,31,35,3,3,5.9,30,36,45,13,17,23,2,6,12,0.32,0.32,0,0,9,0,0,0,0,0,0,0,0.1,2,14.2,19.7,25.3,NA,NA,NA,11.8,17.8,25.3,5.1,5.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,6.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587842,51368212
2BC1,2,BC,NA,1,81,140,180,91,180,190,NA,40,NA,0,0,0,0,1,4,92,98,100,89,96,99,78,83,88,44,54,63,36,44,50,1,2.3,3,3,5.9,10,8,12.1,20,10,15.3,25,7,8.4,11,23,32,40,NA,NA,NA,NA,NA,NA,18,24,27,0,0,5,0,0.25,0.5,NA,NA,NA,1.75,1.8,1.9,NA,NA,NA,1.9,1.95,1.98,NA,0.01,0.7,1,0.12,0.13,0.18,NA,NA,NA,21.7,27.4,30.2,11.6,17.1,20.1,24,29,32,1.2,2.6,2.9,26,34,38,9,16,19,0,5,9,0.37,0.37,0,0,10,0,0,0,0,0,0,0,0.1,2,12.9,17.6,17.8,NA,NA,NA,11,45.7,56.8,6.1,6.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.5,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587842,51368213
2BC2,2,BC,NA,2,91,180,190,150,200,203,NA,20,NA,0,0,0,0,1,4,92,98,100,89,96,99,78,83,88,44,61,63,36,44,50,1,2.3,3,3,5.9,10,8,12.1,20,10,15.3,25,7,8.4,11,23,32,40,NA,NA,NA,NA,NA,NA,18,24,27,0,0,5,0,0.25,0.5,NA,NA,NA,1.75,1.8,1.9,NA,NA,NA,1.9,1.95,1.98,NA,0.01,0.7,1,0.12,0.13,0.18,NA,NA,NA,21.7,27.4,30.2,11.6,17.1,20.1,24,29,32,1.2,2.6,2.9,26,34,38,9,16,19,0,7,9,0.37,0.37,0,0,10,0,0,0,0,0,0,0,0.1,2,12.9,17.6,17.8,NA,NA,NA,11,45.7,56.8,6.1,6.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.5,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587842,51368214
2Bw2,2,B,NA,2,43,104,130,81,140,180,NA,36,NA,0,0,0,0,1,5,92,98,100,89,96,99,78,83,88,44,54,63,24,45,58,1.5,2.3,3.9,4.6,6,10.1,9.4,12.3,18.9,13.1,15.6,18.9,7.2,8.8,11.6,22,30,55,10,13,24,12,17,31,20,25,30,0,0,1,0,0.5,1,NA,NA,NA,1.65,1.75,1.85,NA,NA,NA,1.82,1.92,2.01,NA,0.01,0.7,1,0.14,0.16,0.18,NA,NA,NA,22.9,28.4,34,12.5,17.7,24.5,25,31,35,3,3,5.9,30,36,45,13,17,23,2,6,12,0.32,0.32,0,0,9,0,0,0,0,0,0,0,0.1,2,14.2,19.7,25.3,NA,NA,NA,11.8,17.8,25.3,5.1,5.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,6.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587842,51368215
Bw2,NA,B,NA,2,30,84,99,41,104,124,NA,20,NA,0,0,1,0,0,1,96,98,100,94,96,100,60,73,90,27,33,49,40,70,85,0.1,8,14,0.1,12,20,0.4,18,30,0.2,24,42,0.7,8,15,10,15,40,NA,NA,NA,NA,NA,NA,10,15,25,0,0,0,0.5,0.75,1,NA,NA,NA,1.3,1.4,1.65,NA,NA,NA,1.37,1.47,1.72,NA,1,28,100,0.11,0.13,0.15,NA,NA,NA,14.4,18.6,23.8,5.8,9.3,15.6,39,43,48,0.8,1.5,2.9,22,27,37,6,9,17,0,0,4,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0.1,2,7.4,12.5,22.3,NA,NA,NA,5.5,11.7,22.2,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,3,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17587843,51368216
A1,NA,A,NA,1,0,0,0,13,41,48,NA,41,NA,0,0,1,0,0,1,96,98,100,94,96,100,77,88,100,59,69,79,15,30,50,0.1,1.5,4,0.3,5,12.7,1.1,9,17.5,1.1,11.5,22,1,3,6.1,27,47,60,NA,NA,NA,NA,NA,NA,18,23,30,0,0,0,3,4,5,NA,NA,NA,1.2,1.35,1.6,NA,NA,NA,1.33,1.48,1.73,NA,1,9,10,0.19,0.21,0.23,NA,NA,NA,27.5,30.9,34.4,13.1,17.3,22.6,33,42,47,3,3.1,5.9,34,42,51,12,15,21,4,9,18,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.1,2,12.5,21,29.5,NA,NA,NA,9.4,20,29,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,7.3,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17587843,51368217
A2,NA,A,NA,2,13,41,48,25,60,66,NA,19,NA,0,0,1,0,0,1,96,98,100,94,96,100,78,88,100,59,69,79,15,30,50,0.1,1.5,4,0.3,5,12.7,1.1,9,17.5,1.1,11.5,22,1,3,6.1,27,47,60,NA,NA,NA,NA,NA,NA,18,23,30,0,0,0,2,3,4,NA,NA,NA,1.25,1.4,1.6,NA,NA,NA,1.39,1.54,1.62,NA,1,9,10,0.18,0.2,0.22,NA,NA,NA,26.5,30.1,33.7,11.9,16.1,21.4,34,43,47,3,3.1,5.9,32,40,49,12,16,21,4,10,17,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,12.5,21,29.5,NA,NA,NA,9.5,19.1,28.7,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,7.3,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17587843,51368218
Bw1,NA,B,NA,1,25,60,66,30,84,99,NA,24,NA,0,0,1,0,0,1,96,98,100,95,96,100,69,79,92,43,48,62,30,55,75,0.1,5.5,8.9,0.1,9,13.6,0.9,14,19.8,0.5,18.5,27.5,1.5,8,9.8,20,24,50,NA,NA,NA,NA,NA,NA,18,21,30,0,0,0,1,1.5,2,NA,NA,NA,1.3,1.45,1.65,NA,NA,NA,1.39,1.54,1.74,NA,1,9,10,0.17,0.19,0.21,NA,NA,NA,18.9,22,26.4,10.5,13.5,19.6,39,43,47,1.2,2,2.9,30,34,44,12,14,21,1,3,11,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,7.4,12.5,22.3,NA,NA,NA,5.6,11.8,22.3,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,3,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Moist,17587843,51368219
2Bw3,2,B,NA,3,41,104,124,69,127,155,NA,23,NA,0,0,1,0,0,1,92,95,98,85,92,97,69,82,94,43,55,64,30,45,70,1,2.5,5,3,5.5,11,8,13,23,10,16.5,26,6,7.5,10,12,32,45,NA,NA,NA,NA,NA,NA,18,23,28,0,0,1,0,0.5,1,NA,NA,NA,1.6,1.7,1.9,NA,NA,NA,1.71,1.81,2.01,NA,0.01,0.7,1,0.14,0.16,0.18,NA,NA,NA,20.5,26,30.2,8.6,13.3,17.8,25,33,45,1,2,2.9,27,34,40,11,16,19,1,5,10,0.32,0.32,0,0,9,0,0,0,0,0,0,0,0.1,2,7,12,20,NA,NA,NA,5.3,11.1,58.7,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,5.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,Moist,17587843,51368220
2BC,2,BC,NA,NA,69,127,155,200,200,200,NA,73,NA,0,0,1,0,0,1,92,95,98,85,91,97,71,81,93,46,55,64,35,44,50,1.2,2.5,7.6,3.1,5.5,10.4,7.9,13,22.7,10.4,16,26.2,5.7,7,9.7,23,34,45,NA,NA,NA,NA,NA,NA,18,22,27,0,1,5,0,0.25,0.5,NA,NA,NA,1.6,1.7,1.9,NA,NA,NA,1.7,1.8,2,NA,0.01,0.7,1,0.14,0.16,0.18,NA,NA,NA,22,26.8,30,9.3,13.1,16.9,27,35,47,0.8,1.8,2.9,26,32,38,9,14,19,1,4,9,0.37,0.37,0,4,9,0,0,0,0,0,0,0,0.1,2,6.6,11.5,17.8,NA,NA,NA,5,13,56.5,6.1,8.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,5.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,Moist,17587843,51368221
Ap,NA,A,NA,NA,0,0,0,10,20,25,NA,20,NA,0,0,0,0,0,0,100,100,100,95,97,100,82,88,96,58,63,70,25,39.8,45,NA,1.9,NA,NA,4.4,NA,NA,10,NA,NA,14.5,NA,NA,9,NA,28,37.7,52.2,NA,NA,NA,NA,NA,NA,18,22.5,27,0,0,0,3,3.5,4,NA,NA,NA,1.32,1.4,1.48,NA,NA,NA,1.45,1.53,1.57,NA,1,9,10,0.18,0.2,0.22,NA,NA,NA,28.9,31.3,33.8,14.5,18,21.6,36,38,41,1.9,2.9,3.8,35,40,45,12,15,18,4,8,12,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,15.8,19.4,23,NA,NA,NA,13.3,18,26,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,5.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587844,51368222
"A, AB",NA,A,NA,NA,10,20,25,25,48,69,NA,28,NA,0,0,0,0,0,0,100,100,100,95,97,100,84,90,98,66,72,79,25,29.5,55,NA,1.4,NA,NA,3.3,NA,NA,7.4,NA,NA,10.8,NA,NA,6.6,NA,27,48,57,NA,NA,NA,NA,NA,NA,18,22.5,27,0,0,0,3,3.5,4,NA,NA,NA,1.27,1.34,1.41,NA,NA,NA,1.39,1.46,1.5,NA,1,9,10,0.18,0.2,0.22,NA,NA,NA,28.9,31.3,33.8,14.5,18,21.6,36,38,41,1.9,2.9,3.8,35,40,45,12,15,18,6,10,15,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.1,2,15.8,19.4,23,NA,NA,NA,13.3,18,26,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,5.5,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587844,51368223
Bw1,NA,B,NA,1,25,48,69,75,80,150,NA,32,NA,0,0,0,0,0,0,95,97,100,90,93,100,80,86,99,56,62,73,15,39.8,60,NA,1.9,NA,NA,4.4,NA,NA,10,NA,NA,14.5,NA,NA,9,NA,10,36.2,63.7,NA,NA,NA,NA,NA,NA,20,24,30,0,0,0,1,1.5,2,NA,NA,NA,1.45,1.5,1.55,NA,NA,NA,1.56,1.61,1.71,NA,1,9,10,0.15,0.17,0.19,NA,NA,NA,26.9,29.5,33.3,12.6,15.8,20.6,36,39,42,3,3,5.9,32,37,44,13,16,21,4,7,14,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.1,2,16.6,19.9,24.6,NA,NA,NA,13.2,17.7,24.5,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,5.7,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587844,51368224
2Bw2,2,B,NA,2,75,80,150,90,115,250,NA,35,NA,0,0,0,1,2,4,96,97,100,87,93,100,64,81,90,41,57,64,40,45,80,NA,2.1,NA,NA,5,NA,NA,11.3,NA,NA,16.4,NA,NA,10.2,NA,3,33,52,NA,NA,NA,NA,NA,NA,8,22,28,0,1,5,0,0.25,0.5,NA,NA,NA,1.75,1.83,1.9,NA,NA,NA,1.85,1.93,1.99,NA,1,9,10,0.14,0.16,0.18,NA,NA,NA,18.8,25.4,30.7,5.2,15.5,21.2,23,27,32,0,2.4,2.9,19,32,39,4,15,19,0,5,10,0.32,0.32,0,8,15,0,0,0,0,0,0,0,0.1,2,6.2,17.1,19.7,NA,NA,NA,5.7,55.8,58.7,6.6,7.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587844,51368225
"2BC1, 2BC2",2,BC,NA,NA,90,115,250,100,200,300,NA,85,NA,0,0,0,1,2,4,96,97,100,87,93,100,72,81,92,50,57,66,35,44,50,NA,2.1,NA,NA,4.9,NA,NA,11.1,NA,NA,16.1,NA,NA,9.8,NA,23,34,46,NA,NA,NA,NA,NA,NA,18,22,27,0,1,5,0,0.25,0.5,NA,NA,NA,1.75,1.83,1.9,NA,NA,NA,1.85,1.93,2.02,NA,1,9,10,0.14,0.16,0.18,NA,NA,NA,21.3,25.4,30.2,11.6,15.5,20.4,23,27,32,0,2.4,2.9,28,32,38,12,15,19,2,5,10,0.32,0.32,0,8,15,0,0,0,0,0,0,0,0.1,2,12.9,17.1,21.2,NA,NA,NA,12.1,55.8,60.2,6.6,7.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587844,51368226
Ap,NA,A,NA,NA,0,0,0,10,20,25,NA,20,NA,0,0,0,0,0,0,100,100,100,100,100,100,92,95,98,79,82,85,20,23,40,NA,1.9,NA,NA,2.6,NA,NA,2.3,NA,NA,7,NA,NA,9.2,NA,40,54,60,NA,NA,NA,NA,NA,NA,20,23,26,0,0,0,3.5,4,4.5,NA,NA,NA,1.15,1.23,1.3,NA,NA,NA,1.59,1.62,1.67,NA,1,9,10,0.19,0.21,0.23,NA,NA,NA,28.9,30.3,31.6,13.8,15.8,17.8,46,49,52,3,3,5.9,38,42,46,13,15,18,10,13,17,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,17.4,19.9,22.3,NA,NA,NA,13.6,18.6,26.2,5.6,6.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,6.3,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587845,51368227
A,NA,A,NA,NA,10,20,25,25,36,43,NA,16,NA,0,0,0,0,0,0,100,100,100,100,100,100,92,95,98,79,82,85,20,23,40,NA,1.9,NA,NA,2.6,NA,NA,2.3,NA,NA,7,NA,NA,9.2,NA,40,54,60,NA,NA,NA,NA,NA,NA,20,23,26,0,0,0,3.5,4,4.5,NA,NA,NA,1.15,1.23,1.3,NA,NA,NA,1.59,1.62,1.67,NA,1,9,10,0.19,0.21,0.23,NA,NA,NA,28.9,30.3,31.6,13.8,15.8,17.8,46,49,52,3,3,5.9,38,42,46,13,15,18,10,13,17,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.1,2,17.4,19.9,22.3,NA,NA,NA,13.6,18.6,26.2,5.6,6.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,6.3,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587845,51368228
BA,NA,BA,NA,NA,25,36,43,43,46,58,NA,10,NA,0,0,0,0,0,0,100,100,100,96,98,100,92,97,100,82,87,92,15,17,40,NA,0.1,NA,NA,0.4,NA,NA,1.1,NA,NA,4.9,NA,NA,10.5,NA,33,52,58,NA,NA,NA,NA,NA,NA,27,31,34,0,0,0,1,1.5,2,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.61,1.66,1.7,NA,1,3,10,0.17,0.19,0.21,NA,NA,NA,30.4,32.5,34.2,16.6,19.7,22.2,39,42,44,3,4.4,5.9,39,44,48,19,22,24,15,20,24,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0.1,2,21.7,25,27.5,NA,NA,NA,17.5,23.1,26.3,5.1,6.3,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,6,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,17587845,51368229
