set_id,outfile,Date,year,CropYield,corn_buac,soy_buac,PlantDensityS,PlantDensityH,RootDepth,emergDOY,FlowerDate,MaturityDate,LAI_maximum,ETAnnual,CropTranspiration,AvgDroughtStress,AvgExcessiveWStress,AvgNStress,AvgWTInseason,ResidueWTatSowing,ResidueNatSowing,SWAverage,SWSowing,TTsum,till
106,nash_CC_270.out,1997-12-31,1997,44.921,0,44.921,0,0,1508.206,?,191,276,3.646,739.508,177.865,1,1,1,1574.738,1202.7,10.7,0.286,0.276,0,reduced
106,nash_CC_270.out,1998-12-31,1998,208.214,208.214,0,8,8,1269.147,126.000,193,247,3.23,699.725,270.723,1.994,1.861,1.709,1631.382,412.2,5.9,0.297,0.295,0,reduced
106,nash_CC_270.out,1999-12-31,1999,51.098,0,51.098,0,0,1297.552,126.000,185,266,3.845,695.746,224.25,1,1.759,1,1109.681,2379.9,17.4,0.282,0.309,0,reduced
106,nash_CC_270.out,2000-12-31,2000,217.071,217.071,0,8,8,1516.504,126.000,196,254,3.924,732.656,300.444,1.99,1.935,1.74,2132.411,692.9,8,0.319,0.239,0,reduced
106,nash_CC_270.out,2001-12-31,2001,48.528,0,48.528,0,0,1543.141,126.000,188,270,3.845,614.052,217.202,1,1.946,1,1632.253,2979.9,19.4,0.282,0.302,0,reduced
106,nash_CC_270.out,2002-12-31,2002,241.352,241.352,0,8,8,1434.5,128.000,192,247,4.793,774.621,327.006,1.942,1.975,1.71,2192.989,402.2,4.7,0.293,0.285,0,reduced
106,nash_CC_270.out,2003-12-31,2003,58.427,0,58.427,0,0,1383.081,128.000,190,0,5.148,644.022,288.537,0.956,1.92,1,1659.259,2869.2,18.2,0.268,0.306,0,reduced
106,nash_CC_270.out,2004-12-31,2004,212.903,212.903,0,8,8,1255.023,129.000,200,263,3.307,695.075,256.296,1.994,1.857,1.794,1507.759,738.9,8.6,0.297,0.289,0,reduced
106,nash_CC_270.out,2005-12-31,2005,218.473,218.473,0,8.7,8.7,1295.738,128.000,198,254,3.777,664.151,294.325,1.994,1.838,1.803,1348.293,2371.2,20.2,0.304,0.311,0,reduced
106,nash_CC_270.out,2006-12-31,2006,166.853,166.853,0,8.7,8.7,1395.558,127.000,199,256,4.03,532.639,274.814,1.994,1.875,1.824,1579.387,4869,39.9,0.314,0.313,296.194,reduced
106,nash_CC_270.out,2007-12-31,2007,218.798,218.798,0,8.7,8.7,1413.551,130.000,198,254,4.52,525.948,301.109,1.993,1.822,1.846,1226.033,6813.3,58.8,0.307,0.319,78.538,reduced
106,nash_CC_270.out,2008-12-31,2008,202.41,202.41,0,8.7,8.7,1204.506,137.000,207,270,3.636,508.246,257.073,1.994,1.831,1.865,1366.117,5975.4,48.9,0.315,0.34,24.163,reduced
106,nash_CC_270.out,2009-12-31,2009,200.221,200.221,0,8.7,0,1230.582,116.000,194,258,3.737,525.756,269.863,1.995,1.823,1.751,1359.557,5373.1,45.5,0.32,0.297,60.782,reduced
106,nash_CC_270.out,2010-12-31,2010,179.646,179.646,0,8.9,8.9,1038.174,117.000,192,243,3.148,479.176,256.164,1.994,1.77,1.763,1094.352,7833.5,59,0.312,0.313,107.742,reduced
106,nash_CC_270.out,2011-12-31,2011,208.26,208.26,0,8.7,8.7,1352.019,131.000,201,255,3.985,543.479,278.56,1.994,1.864,1.801,1528.437,5111.8,37,0.305,0.321,100.135,reduced
106,nash_CC_270.out,2012-12-31,2012,222.03,222.03,0,8.7,8.7,1510.124,125.000,192,244,4.775,668.576,372.364,1.801,1.943,1.852,1924.294,4233.6,36,0.298,0.316,43.755,reduced
106,nash_CC_270.out,2013-12-31,2013,196.333,196.333,0,8.7,8.7,1434.11,139.000,207,270,4.667,613.322,364.8,1.876,1.901,1.815,1780.346,5007.1,48.3,0.246,0.328,43.926,reduced
106,nash_CC_270.out,2014-12-31,2014,166.746,166.746,0,8.7,8.7,1269.969,136.000,206,272,3.037,391.46,222.888,1.994,1.804,1.859,1262.935,9530.3,86.7,0.315,0.333,29.39,reduced
