term,estimate,std.error,statistic,p.value,respvar
wintcolddays_n,37.355025861589844,9.560654512394056,3.9071619849001196,1.5814030021380764e-4,gap_kgha
prep2wk_precip_mm_tot,9.869898459687397,2.956820699741955,3.33801047204139,0.001137465664259897,gap_kgha
yearsincorn,-60.031971308580374,19.502519401749556,-3.078164932023857,0.0026044589563988764,gap_kgha
heatstress_cum,4.524002071846734,1.805727467577384,2.505362604865432,0.013632392361144345,gap_kgha
(Intercept),280.91525050788397,252.8086062302902,1.111177561146754,0.2688097017024605,gap_kgha
