ApsimVersion = 7.9 r4044
Title = Corn_0_oat27
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        158.219        17631.3       1573.611        206.000        262.000          3.903          14.56       1986.532        327.330               0.0          167.2          154.9         28.743
     31/12/2001           2001        154.982        15502.8       1530.657        204.000        261.000          3.634          14.02       1728.651        405.128               0.0          166.8          157.3         18.767
     31/12/2002           2002        163.754        16613.8       1514.080        203.000        261.000          3.748          14.32       1728.432        492.002               0.0          172.7          161.9         21.067
     31/12/2003           2003        154.886        16755.8       1321.632        208.000        271.000          3.991          14.55       1520.930        482.477               0.0          170.2          159.4         22.803
     31/12/2004           2004        157.973        17313.1       1561.623        212.000        287.000          3.815          14.82       1638.740        523.754               0.0          172.6          162.2         19.195
     31/12/2005           2005        159.071        17290.4       1549.168        204.000        262.000          4.078          15.22       1779.537        580.188               0.0          177.9          164.9         24.846
     31/12/2006           2006        162.994        16748.4       1536.101        202.000        260.000          3.771          15.01       1976.557        323.596               0.0          171.9          161.8         23.503
     31/12/2007           2007        155.786        16652.0       1531.548        199.000        251.000          4.112          14.32       1704.368        452.399               0.0          172.5          162.9         17.956
     31/12/2008           2008        148.374        15013.6       1194.976        209.000        273.000          3.367          13.02       1076.024        776.732               0.0          164.9          153.0         14.083
     31/12/2009           2009        162.582        17070.4       1584.828        208.000        278.000          3.792          14.55       1668.470        407.757               0.0          163.1          150.8         18.762
     31/12/2010           2010        151.715        15999.9       1021.910        203.000        256.000          3.822          13.71        989.942        938.022               0.0          165.1          155.5         23.136
     31/12/2011           2011        164.914        16206.3       1507.212        207.000        271.000          3.558          14.60       1553.132        327.148               0.0          176.3          161.5         15.678
     31/12/2012           2012        147.280        16522.5       1422.160        196.000        248.000          4.209          12.67       1920.188        276.850               0.0          136.6          133.1         28.269
     31/12/2013           2013        135.259        14962.8       1521.194        201.000        255.000          3.930          11.89       1641.801        286.258               0.0          150.5          135.7         13.638
     31/12/2014           2014        149.814        16328.0       1189.330        208.000        272.000          3.908          13.57       1066.834        749.300               0.0          165.5          153.8         17.550
     31/12/2015           2015        165.087        17544.1       1425.357        206.000        265.000          4.145          14.78       1309.541        757.184               0.0          173.1          161.4         25.039
     31/12/2016           2016        156.100        16949.1       1510.228        202.000        256.000          3.900          15.25       1706.266        597.940               0.0          175.8          166.6         24.287
