ApsimVersion = 7.9 r4044
Title = Corn_135_oat17
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        180.371        19056.4       1381.066        197.000        255.000          3.836          16.51       1496.319        327.330             135.0          181.9           76.6        107.712
     31/12/2001           2001        179.572        18256.2       1595.281        198.000        251.000          4.184          15.23       1572.033        403.098             135.0          180.6           79.2         97.098
     31/12/2002           2002        188.778        19712.5       1517.327        197.000        251.000          4.259          16.45       1402.513        452.882             135.0          181.4           87.6         86.749
     31/12/2003           2003        169.399        18660.3       1179.714        202.000        260.000          4.230          14.79       1253.240        466.217             135.0          172.6           72.8         86.558
     31/12/2004           2004        162.630        17713.6       1399.169        202.000        270.000          3.940          13.60       1226.365        462.784             135.0          170.7           66.0         93.188
     31/12/2005           2005        179.428        18917.3       1471.514        196.000        252.000          4.180          15.61       1339.919        538.710             135.0          179.3           72.8         86.241
     31/12/2006           2006        198.032        20075.3       1624.578        197.000        251.000          4.097          17.93       1796.566        323.088             135.0          192.3           90.9         95.256
     31/12/2007           2007        170.357        18778.9       1571.854        193.000        245.000          4.294          15.24       1491.883        437.286             135.0          185.8           84.0         87.010
     31/12/2008           2008        142.926        15203.6       1105.105        202.000        266.000          3.713          11.82        870.754        719.582             135.0          162.9           53.7         74.866
     31/12/2009           2009        171.719        18815.4       1520.765        202.000        268.000          3.871          15.18       1404.277        407.757             135.0          173.8           69.5         84.952
     31/12/2010           2010        132.678        13933.0        904.655        197.000        248.000          3.527          11.52        744.932        849.884             135.0          164.0           63.2         96.608
     31/12/2011           2011        171.157        17336.9       1217.145        200.000        255.000          4.073          14.73       1245.686        326.898             135.0          177.5           69.6         61.322
     31/12/2012           2012        189.199        18415.2       1542.369        189.000        240.000          4.062          15.45       1704.289        236.970             135.0          149.3           67.0         98.085
     31/12/2013           2013        173.381        18046.8       1508.676        194.000        249.000          4.104          14.22       1448.833        276.352             135.0          155.6           66.4         69.003
     31/12/2014           2014        136.522        14911.7       1010.668        199.000        261.000          3.416          12.04        853.595        699.262             135.0          162.6           55.0         73.434
     31/12/2015           2015        164.314        17452.6       1209.336        200.000        256.000          4.168          14.10        949.395        735.326             135.0          171.1           65.1         95.635
     31/12/2016           2016        186.067        19991.9       1569.199        195.000        250.000          4.374          16.71       1443.874        535.960             135.0          183.8           82.3         94.608
