ApsimVersion = 7.9 r4044
Title = Corn_270_oat45
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        237.528        22410.4       1279.741        197.000        255.000          3.859          23.80       1378.310        327.330             270.0          164.6           64.6        161.002
     31/12/2001           2001        190.823        22686.3       1543.952        198.000        251.000          4.241          23.53       1518.374        403.098             270.0          177.3           77.3        144.633
     31/12/2002           2002        252.218        23693.4       1359.034        197.000        251.000          4.263          24.14       1312.545        452.882             270.0          176.6           74.8        126.510
     31/12/2003           2003        234.870        22727.5       1073.503        202.000        260.000          4.096          21.04       1252.089        466.217             270.0          161.4           62.0        125.417
     31/12/2004           2004        248.881        23552.3       1360.177        202.000        270.000          4.055          21.42       1326.679        462.784             270.0          174.1           71.9        143.535
     31/12/2005           2005        261.880        23825.2       1402.376        196.000        252.000          4.254          24.64       1345.281        538.710             270.0          181.7           79.2        125.766
     31/12/2006           2006        237.359        22469.4       1556.825        197.000        251.000          4.149          25.23       1666.700        323.088             270.0          194.3           94.2        151.371
     31/12/2007           2007        243.234        23449.4       1543.637        193.000        245.000          4.266          23.81       1453.262        437.286             270.0          188.6           90.2        131.512
     31/12/2008           2008        222.184        21184.0       1103.313        202.000        266.000          4.124          19.03        943.430        719.582             270.0          167.4           57.7        114.296
     31/12/2009           2009        251.902        23638.5       1433.421        202.000        268.000          3.919          23.70       1395.331        407.757             270.0          175.3           71.5        125.346
     31/12/2010           2010        203.388        19010.7        986.333        197.000        248.000          3.437          18.41        775.220        849.884             270.0          168.7           70.7        144.146
     31/12/2011           2011        221.740        21319.8       1169.130        200.000        255.000          4.093          21.24       1202.037        326.898             270.0          167.7           56.2         99.268
     31/12/2012           2012        234.206        22114.8       1460.049        189.000        240.000          4.093          23.42       1578.514        236.970             270.0          138.9           55.5        172.560
     31/12/2013           2013        239.669        21996.4       1401.316        194.000        249.000          4.034          19.84       1381.997        276.352             270.0          133.9           33.2        111.591
     31/12/2014           2014        196.596        19184.9        951.596        199.000        261.000          3.346          18.41        894.696        699.262             270.0          165.3           58.9        108.868
     31/12/2015           2015        244.615        22669.4       1137.078        200.000        256.000          4.232          22.00        982.169        735.326             270.0          174.7           73.5        137.457
     31/12/2016           2016        243.153        23438.6       1525.074        195.000        250.000          4.434          25.66       1365.724        535.960             270.0          189.8           91.5        136.531
