ApsimVersion = 7.9 r4044
Title = Corn_202_oat17
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        228.900        21844.8       1385.310        197.000        255.000          3.864          21.01       1527.024        327.330             202.0          170.9           64.8        140.152
     31/12/2001           2001        190.774        20914.0       1596.395        198.000        251.000          4.236          19.40       1595.665        403.098             202.0          173.3           71.4        127.057
     31/12/2002           2002        240.877        22663.2       1501.462        197.000        251.000          4.298          21.21       1452.047        452.882             202.0          175.9           79.7        111.835
     31/12/2003           2003        210.056        21640.5       1186.973        202.000        260.000          4.315          18.51       1317.635        466.217             202.0          167.7           66.9        111.668
     31/12/2004           2004        209.502        21331.6       1428.256        202.000        270.000          4.055          17.91       1366.484        462.784             202.0          173.7           68.1        123.557
     31/12/2005           2005        232.728        22182.7       1484.653        196.000        252.000          4.251          20.81       1444.804        538.710             202.0          181.4           74.7        111.304
     31/12/2006           2006        236.503        22357.6       1625.379        197.000        251.000          4.143          23.46       1816.253        323.088             202.0          189.7           87.8        125.402
     31/12/2007           2007        213.709        21785.7       1575.050        193.000        245.000          4.363          19.86       1548.434        437.286             202.0          186.0           83.9        114.864
     31/12/2008           2008        186.789        19168.8       1206.833        202.000        266.000          4.138          15.90        966.794        719.582             202.0          166.6           56.6         98.885
     31/12/2009           2009        221.070        21941.5       1526.878        202.000        268.000          3.913          19.99       1492.266        407.757             202.0          175.5           69.7        110.680
     31/12/2010           2010        174.385        17629.7        984.041        197.000        248.000          3.863          15.51        793.973        849.884             202.0          166.8           65.5        126.397
     31/12/2011           2011        220.012        20185.9       1218.716        200.000        255.000          4.095          18.80       1286.568        326.898             202.0          173.6           63.6         82.817
     31/12/2012           2012        233.216        20903.8       1542.933        189.000        240.000          4.104          19.65       1701.156        236.970             202.0          130.8           48.7        140.509
     31/12/2013           2013        219.283        20935.8       1510.215        194.000        249.000          4.146          17.88       1476.586        276.352             202.0          137.4           50.4         92.243
     31/12/2014           2014        174.428        18043.7       1006.240        199.000        261.000          3.512          16.01        931.315        699.262             202.0          165.8           57.7         95.501
     31/12/2015           2015        216.279        21093.5       1236.548        200.000        256.000          4.296          18.87       1049.988        735.326             202.0          174.8           68.5        123.558
     31/12/2016           2016        231.764        22685.6       1570.848        195.000        250.000          4.438          21.92       1508.012        535.960             202.0          185.6           83.1        122.026
