ApsimVersion = 7.9 r4044
Title = Corn_0_oat45
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000         75.805         8267.8        986.431        197.000        255.000          2.151           6.63       1034.064        327.330               0.0          175.7           83.3         12.276
     31/12/2001           2001         66.541         9059.2       1341.026        198.000        251.000          2.458           7.09       1023.256        403.098               0.0          175.7           78.5          8.119
     31/12/2002           2002         83.818         9076.3       1084.713        197.000        251.000          2.571           6.83        896.281        452.882               0.0          169.2           85.8          8.418
     31/12/2003           2003         65.172         7858.9        850.652        202.000        260.000          2.291           6.06        880.278        466.217               0.0          163.3           71.7          7.938
     31/12/2004           2004         63.443         7290.9       1036.380        202.000        270.000          1.955           5.47        856.792        462.784               0.0          156.9           65.6          7.639
     31/12/2005           2005         75.091         8024.6       1057.739        196.000        252.000          2.431           5.90        804.077        538.710               0.0          162.8           66.8          9.707
     31/12/2006           2006         93.563        10457.6       1500.417        197.000        251.000          2.978           7.80       1181.933        323.088               0.0          180.5           83.8          9.161
     31/12/2007           2007         79.891         8542.1       1301.116        193.000        245.000          2.539           6.39        891.218        437.286               0.0          172.2           74.8          5.782
     31/12/2008           2008         32.461         6598.3        824.702        202.000        266.000          1.926           4.90        638.067        719.582               0.0          150.5           59.2          6.432
     31/12/2009           2009         77.408         8746.5       1167.983        202.000        268.000          2.516           6.25        888.551        407.757               0.0          158.0           68.4          6.725
     31/12/2010           2010         45.194         5647.9        670.032        197.000        248.000          1.669           4.57        559.089        849.884               0.0          154.1           61.7          8.311
     31/12/2011           2011         63.179         7659.1        898.196        200.000        255.000          2.097           6.39        924.168        326.898               0.0          164.9           75.0          9.577
     31/12/2012           2012        108.854        10290.4       1254.269        189.000        240.000          2.679           8.71       1278.176        236.970               0.0          192.9          104.3          7.001
     31/12/2013           2013         91.172         8686.3       1226.091        194.000        249.000          2.324           7.22       1008.445        276.352               0.0          170.4           94.0          6.717
     31/12/2014           2014         43.215         5860.6        777.131        199.000        261.000          1.481           4.56        585.710        699.262               0.0          149.7           58.2          6.716
     31/12/2015           2015         55.526         6260.7        717.217        200.000        256.000          2.048           4.25        558.621        735.326               0.0          151.6           58.5          9.722
     31/12/2016           2016         83.865         9309.9       1370.488        195.000        250.000          2.718           6.81        861.909        535.960               0.0          171.0           75.8          8.944
