ApsimVersion = 7.9 r4044
Title = Corn_67_oat39
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        214.381        20904.1       1597.228        210.000        268.000          4.101          18.47       2013.375        341.300              67.4          137.4          125.1         65.197
     31/12/2001           2001        150.886        19418.4       1533.855        198.000        251.000          4.516          16.70       1762.933        403.098              67.4          141.2          131.7         69.108
     31/12/2002           2002        209.117        21169.0       1516.919        197.000        251.000          4.400          18.30       1837.975        452.882              67.4          154.2          143.4         64.245
     31/12/2003           2003        205.053        21579.7       1371.260        202.000        260.000          4.620          18.51       1607.930        466.217              67.4          158.9          148.1         66.192
     31/12/2004           2004        224.560        22586.6       1561.820        202.000        270.000          4.421          19.09       1711.240        462.784              67.4          167.1          156.7         66.016
     31/12/2005           2005        215.529        21972.7       1537.077        200.000        256.000          4.721          19.95       1895.946        571.857              67.4          169.7          156.7         66.170
     31/12/2006           2006        196.853        20437.1       1571.408        197.000        251.000          4.327          17.85       1989.990        323.088              67.4          141.8          131.6         69.868
     31/12/2007           2007        193.335        20540.8       1534.345        193.000        245.000          4.553          18.10       1791.340        437.286              67.4          156.0          146.4         66.489
     31/12/2008           2008        202.081        20320.4       1329.953        202.000        266.000          4.487          17.33       1200.487        719.582              67.4          161.5          149.7         52.743
     31/12/2009           2009        213.635        21846.5       1595.317        202.000        268.000          4.244          19.07       1786.144        407.757              67.4          161.7          149.5         63.169
     31/12/2010           2010        203.169        20668.1       1131.353        197.000        248.000          4.512          18.50       1102.782        849.884              67.4          162.4          152.8         72.227
     31/12/2011           2011        204.217        20560.0       1507.680        200.000        255.000          4.401          18.47       1585.922        326.898              67.4          164.7          149.8         42.355
     31/12/2012           2012        198.588        19369.8       1436.600        189.000        240.000          4.302          16.46       1898.946        236.970              67.4          104.4          100.9         80.436
     31/12/2013           2013        186.042        19176.8       1502.000        194.000        249.000          4.504          15.21       1664.892        276.352              67.4          125.9          111.2         47.724
     31/12/2014           2014        197.424        20327.2       1163.083        199.000        261.000          4.087          18.15       1222.033        699.262              67.4          160.6          148.9         54.899
     31/12/2015           2015        228.883        22270.4       1517.142        200.000        256.000          4.652          19.67       1482.878        735.326              67.4          167.8          156.2         71.885
     31/12/2016           2016        210.433        21683.7       1515.543        195.000        250.000          4.509          19.79       1854.925        535.960              67.4          165.9          156.6         72.304
