ApsimVersion = 7.9 r4044
Title = Corn_67_oat24
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        120.597        14105.8       1211.597        206.000        262.000          3.492          11.34       1233.626        327.330              67.4          192.3           93.6         60.597
     31/12/2001           2001        129.195        13868.2       1528.837        204.000        261.000          3.607          11.52       1283.752        405.128              67.4          195.3           95.8         54.901
     31/12/2002           2002        130.279        14694.3       1286.414        203.000        261.000          3.890          11.57       1084.428        492.002              67.4          190.3           90.0         51.041
     31/12/2003           2003        102.039        12766.5       1011.447        208.000        271.000          3.551          10.04       1010.104        482.477              67.4          176.9           79.6         49.952
     31/12/2004           2004         97.746        11759.1       1200.096        212.000        287.000          2.962           9.35        984.074        523.754              67.4          170.4           70.0         51.227
     31/12/2005           2005        115.103        13435.8       1285.306        204.000        262.000          3.641          10.65        971.455        580.188              67.4          184.0           81.8         49.199
     31/12/2006           2006        140.420        15830.3       1552.637        202.000        260.000          4.065          12.69       1465.877        323.596              67.4          198.8           99.0         54.334
     31/12/2007           2007        118.730        13843.5       1513.801        199.000        251.000          3.851          10.84       1117.469        452.399              67.4          191.6           93.6         47.831
     31/12/2008           2008         67.947         9319.4        833.491        209.000        273.000          2.756           7.04        696.922        776.732              67.4          162.2           55.1         43.284
     31/12/2009           2009        115.747        13837.5       1382.580        208.000        278.000          3.744          10.22       1046.447        407.757              67.4          167.0           66.6         48.353
     31/12/2010           2010         73.465         8685.3        801.758        203.000        256.000          2.367           7.31        615.852        938.022              67.4          167.2           70.2         53.351
     31/12/2011           2011        118.123        12376.3       1005.887        207.000        271.000          3.094          10.46       1047.527        327.148              67.4          183.2           77.1         35.463
     31/12/2012           2012        149.076        15869.2       1536.767        196.000        248.000          3.919          13.36       1546.172        276.850              67.4          205.7          121.8         48.218
     31/12/2013           2013        119.539        13728.8       1508.787        201.000        255.000          3.709          10.79       1260.560        286.258              67.4          189.0           88.7         40.061
     31/12/2014           2014         79.174         9918.1       1018.002        208.000        272.000          2.643           7.57        652.145        749.300              67.4          163.0           57.8         43.197
     31/12/2015           2015         85.615        11015.1        873.232        206.000        265.000          3.149           8.53        693.467        757.184              67.4          170.8           70.2         54.115
     31/12/2016           2016        126.092        14864.5       1522.591        202.000        256.000          4.008          11.52       1032.482        597.940              67.4          190.2           92.0         53.474
