ApsimVersion = 7.9 r4044
Title = Corn_67_oat21
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        119.976        13568.4       1159.390        197.000        255.000          3.470          10.81       1176.619        327.330              67.4          183.5           85.9         60.597
     31/12/2001           2001        104.500        13183.1       1506.533        198.000        251.000          3.455          10.82       1262.609        403.098              67.4          186.6           87.7         54.902
     31/12/2002           2002        121.855        13797.1       1204.578        197.000        251.000          3.727          10.51       1041.273        452.882              67.4          180.3           83.0         51.041
     31/12/2003           2003        109.796        12393.0        928.817        202.000        260.000          3.471           9.43        978.622        466.217              67.4          169.6           73.2         49.952
     31/12/2004           2004        106.432        11411.0       1133.807        202.000        270.000          2.920           8.53        944.025        462.784              67.4          163.5           64.1         51.227
     31/12/2005           2005        115.407        12720.8       1234.664        196.000        252.000          3.674           9.78        963.149        538.710              67.4          171.0           69.6         49.200
     31/12/2006           2006        138.146        15394.4       1513.083        197.000        251.000          4.112          12.11       1477.427        323.088              67.4          192.1           92.7         54.334
     31/12/2007           2007        119.388        13301.6       1467.320        193.000        245.000          3.694          10.37       1102.980        437.286              67.4          184.1           86.7         47.831
     31/12/2008           2008         61.272         9007.0        831.066        202.000        266.000          2.683           6.70        677.540        719.582              67.4          154.2           48.7         43.284
     31/12/2009           2009        113.683        13349.4       1263.129        202.000        268.000          3.632           9.78       1043.093        407.757              67.4          167.4           67.1         48.353
     31/12/2010           2010         67.575         8151.5        726.652        197.000        248.000          2.441           6.68        607.629        849.884              67.4          158.9           62.9         53.351
     31/12/2011           2011        111.138        11677.6        996.624        200.000        255.000          3.239           9.33        987.647        326.898              67.4          171.3           67.0         35.464
     31/12/2012           2012        149.676        14955.5       1381.030        189.000        240.000          3.930          12.54       1477.513        236.970              67.4          191.3          108.2         48.218
     31/12/2013           2013        124.468        12967.9       1313.932        194.000        249.000          3.606          10.23       1193.696        276.352              67.4          178.2           83.3         40.062
     31/12/2014           2014         76.908         8894.2        790.480        199.000        261.000          2.416           6.52        641.458        699.262              67.4          153.8           49.6         43.198
     31/12/2015           2015         98.043        10545.1        854.407        200.000        256.000          3.188           7.72        668.434        735.326              67.4          160.5           60.5         54.116
     31/12/2016           2016        125.690        14208.9       1448.879        195.000        250.000          3.837          11.01       1049.627        535.960              67.4          182.5           84.8         53.475
