ApsimVersion = 7.9 r4044
Title = Corn_67_oat5
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        189.590        20971.0       1675.854        210.000        268.000          4.100          19.05       2020.013        341.300              67.4          143.4          131.2         65.197
     31/12/2001           2001        129.740        19847.1       1614.159        198.000        251.000          4.519          17.04       1766.661        403.098              67.4          144.7          135.2         69.107
     31/12/2002           2002        191.883        21308.8       1607.499        197.000        251.000          4.513          18.49       1854.560        452.882              67.4          156.1          145.3         64.244
     31/12/2003           2003        184.149        21497.1       1395.859        202.000        260.000          4.621          18.63       1612.303        466.217              67.4          160.0          149.1         66.191
     31/12/2004           2004        201.108        22434.3       1583.715        202.000        270.000          4.422          19.14       1720.161        462.784              67.4          167.3          156.9         66.015
     31/12/2005           2005        196.289        21955.0       1621.332        200.000        256.000          4.733          20.11       1913.128        571.857              67.4          170.9          157.9         66.170
     31/12/2006           2006        203.298        20974.6       1680.691        197.000        251.000          4.419          18.36       1997.457        323.088              67.4          147.2          137.0         69.868
     31/12/2007           2007        182.421        20822.3       1622.483        193.000        245.000          4.613          18.44       1789.759        437.286              67.4          159.3          149.7         66.489
     31/12/2008           2008        171.890        20309.5       1403.159        202.000        266.000          4.503          17.36       1205.224        719.582              67.4          161.4          149.6         52.743
     31/12/2009           2009        214.604        21942.4       1644.613        202.000        268.000          4.242          19.14       1795.753        407.757              67.4          162.3          150.1         63.169
     31/12/2010           2010        174.330        20665.5       1199.239        197.000        248.000          4.519          18.56       1104.292        849.884              67.4          162.5          152.8         72.227
     31/12/2011           2011        173.737        20612.4       1508.848        200.000        255.000          4.401          18.51       1591.011        326.898              67.4          164.9          150.1         42.355
     31/12/2012           2012        175.996        19626.0       1561.570        189.000        240.000          4.312          16.91       1906.440        236.970              67.4          108.8          105.3         80.435
     31/12/2013           2013        188.429        19527.7       1568.083        194.000        249.000          4.504          15.63       1670.924        276.352              67.4          130.6          115.9         47.721
     31/12/2014           2014        185.759        20381.2       1199.605        199.000        261.000          4.089          18.17       1222.726        699.262              67.4          160.6          148.9         54.897
     31/12/2015           2015        198.777        22215.4       1502.577        200.000        256.000          4.652          19.66       1488.663        735.326              67.4          167.7          156.0         71.884
     31/12/2016           2016        180.091        21715.7       1609.597        195.000        250.000          4.638          19.89       1868.337        535.960              67.4          166.5          157.2         72.304
