ApsimVersion = 7.9 r4044
Title = Corn_135_oat20
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        167.345        18342.2       1238.631        197.000        255.000          4.115          15.37       1319.085        327.330             135.0          183.7           84.6        100.242
     31/12/2001           2001        153.921        17468.9       1383.920        198.000        251.000          4.344          14.74       1420.959        403.098             135.0          186.4           86.6         92.223
     31/12/2002           2002        170.641        18699.4       1281.737        197.000        251.000          4.476          14.94       1201.104        452.882             135.0          183.8           84.2         80.937
     31/12/2003           2003        153.776        17048.5       1001.096        202.000        260.000          4.240          13.52       1098.509        466.217             135.0          172.6           74.7         80.270
     31/12/2004           2004        152.868        16384.0       1238.262        202.000        270.000          3.813          12.80       1092.318        462.784             135.0          168.5           66.9         87.448
     31/12/2005           2005        167.948        17808.0       1260.864        196.000        252.000          4.412          14.62       1149.962        538.710             135.0          177.5           75.3         79.106
     31/12/2006           2006        187.684        19846.1       1426.880        197.000        251.000          4.477          17.15       1619.284        323.088             135.0          194.8           95.0         92.207
     31/12/2007           2007        163.241        17815.5       1376.151        193.000        245.000          4.422          14.64       1302.601        437.286             135.0          188.3           90.1         82.400
     31/12/2008           2008        122.418        12808.8        899.448        202.000        266.000          3.343           9.95        741.589        719.582             135.0          158.1           49.8         70.849
     31/12/2009           2009        161.029        18120.4       1389.910        202.000        268.000          4.171          14.17       1219.047        407.757             135.0          172.2           69.7         79.374
     31/12/2010           2010        110.290        11499.7        801.788        197.000        248.000          3.090           9.62        645.177        849.884             135.0          161.2           63.8         90.188
     31/12/2011           2011        158.696        15959.4       1047.627        200.000        255.000          4.002          13.45       1090.838        326.898             135.0          175.2           66.4         58.194
     31/12/2012           2012        176.529        17959.8       1262.304        189.000        240.000          4.254          14.85       1542.680        236.970             135.0          160.4           77.0         92.902
     31/12/2013           2013        159.370        16654.2       1269.059        194.000        249.000          4.203          13.17       1309.253        276.352             135.0          168.9           67.2         66.947
     31/12/2014           2014        115.098        12676.8        800.584        199.000        261.000          3.411           9.83        711.790        699.262             135.0          157.9           52.1         68.786
     31/12/2015           2015        145.822        15356.1        991.453        200.000        256.000          4.059          12.31        792.831        735.326             135.0          167.1           66.3         87.728
     31/12/2016           2016        174.073        19169.7       1350.083        195.000        250.000          4.614          15.71       1228.015        535.960             135.0          186.6           88.6         87.466
