ApsimVersion = 7.9 r4044
Title = Corn_135_oat34
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        219.075        20247.0       1592.065        210.000        268.000          3.825          21.98       2001.801        341.300             135.0          138.6          126.4         94.854
     31/12/2001           2001        194.027        21868.2       1532.763        198.000        251.000          4.434          21.51       1751.112        403.098             135.0          129.3          119.7        109.074
     31/12/2002           2002        259.550        23301.9       1515.925        197.000        251.000          4.324          24.34       1833.168        452.882             135.0          147.8          137.0         97.153
     31/12/2003           2003        251.101        23516.4       1341.469        202.000        260.000          4.477          23.04       1612.511        466.217             135.0          147.3          136.5         99.845
     31/12/2004           2004        281.357        25071.3       1547.809        202.000        270.000          4.286          24.87       1727.269        462.784             135.0          166.2          155.8        103.502
     31/12/2005           2005        257.509        23496.6       1535.894        200.000        256.000          4.519          26.41       1884.322        571.857             135.0          169.9          156.9         97.475
     31/12/2006           2006        237.508        22082.0       1567.310        197.000        251.000          4.311          23.83       1986.230        323.088             135.0          136.7          126.5        104.843
     31/12/2007           2007        241.287        22872.6       1532.931        193.000        245.000          4.398          23.47       1765.607        437.286             135.0          148.8          139.2        105.365
     31/12/2008           2008        254.730        23005.7       1300.397        202.000        266.000          4.385          22.34       1277.497        719.582             135.0          163.5          151.7         83.459
     31/12/2009           2009        261.531        23841.8       1580.536        202.000        268.000          4.113          25.11       1788.982        407.757             135.0          160.4          148.2         97.549
     31/12/2010           2010        237.108        22409.3       1078.744        197.000        248.000          4.377          23.64       1122.624        849.884             135.0          163.4          153.8        110.614
     31/12/2011           2011        231.531        21581.8       1414.914        200.000        255.000          4.211          23.50       1572.039        326.898             135.0          159.9          145.1         66.114
     31/12/2012           2012        209.134        19241.2       1436.600        189.000        240.000          4.000          20.05       1890.388        236.970             135.0          104.7          101.3        128.516
     31/12/2013           2013        242.068        21713.8       1502.000        194.000        249.000          4.230          19.72       1650.144        276.352             135.0          108.9           94.1         75.389
     31/12/2014           2014        227.061        21429.3       1074.961        199.000        261.000          3.938          23.22       1252.635        699.262             135.0          161.1          149.4         83.528
     31/12/2015           2015        251.381        22717.3       1465.750        200.000        256.000          4.414          24.85       1460.650        735.326             135.0          168.3          156.6        108.532
     31/12/2016           2016        242.146        22936.5       1515.125        195.000        250.000          4.583          25.48       1852.906        535.960             135.0          167.5          158.2        110.403
