ApsimVersion = 7.9 r4044
Title = Corn_202_oat19
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        210.577        21283.0       1295.246        197.000        255.000          4.138          19.47       1371.818        327.330             202.0          174.2           74.3        132.406
     31/12/2001           2001        196.754        20740.0       1553.785        198.000        251.000          4.541          18.80       1502.968        403.098             202.0          182.3           82.3        120.477
     31/12/2002           2002        218.697        21793.3       1386.677        197.000        251.000          4.469          19.37       1298.946        452.882             202.0          182.3           81.5        104.934
     31/12/2003           2003        197.360        20814.3       1075.703        202.000        260.000          4.396          17.63       1213.444        466.217             202.0          170.4           71.6        104.156
     31/12/2004           2004        199.829        20871.5       1360.131        202.000        270.000          4.374          17.04       1238.166        462.784             202.0          172.2           70.1        117.047
     31/12/2005           2005        218.156        21772.7       1406.599        196.000        252.000          4.582          19.51       1314.286        538.710             202.0          181.4           79.0        103.519
     31/12/2006           2006        236.724        22785.9       1564.475        197.000        251.000          4.521          22.51       1677.638        323.088             202.0          194.6           94.5        123.396
     31/12/2007           2007        203.085        21419.9       1543.145        193.000        245.000          4.549          18.94       1428.254        437.286             202.0          188.4           90.1        108.818
     31/12/2008           2008        173.652        17991.7       1074.861        202.000        266.000          4.217          14.78        859.137        719.582             202.0          163.7           54.3         93.575
     31/12/2009           2009        206.152        21491.8       1482.387        202.000        268.000          4.222          18.67       1354.767        407.757             202.0          174.7           71.1        103.735
     31/12/2010           2010        161.677        15957.5        927.231        197.000        248.000          3.675          14.24        709.160        849.884             202.0          164.9           67.0        119.022
     31/12/2011           2011        203.355        19676.0       1181.905        200.000        255.000          4.387          17.53       1181.590        326.898             202.0          175.4           64.9         79.108
     31/12/2012           2012        229.971        20980.2       1476.575        189.000        240.000          4.285          18.96       1588.222        236.970             202.0          143.6           60.2        134.031
     31/12/2013           2013        194.076        19842.2       1407.820        194.000        249.000          4.368          16.07       1375.431        276.352             202.0          149.5           48.3         90.096
     31/12/2014           2014        160.983        16881.4        949.026        199.000        261.000          3.762          14.50        817.394        699.262             202.0          162.3           56.2         89.694
     31/12/2015           2015        200.173        20238.9       1132.344        200.000        256.000          4.564          17.41        914.174        735.326             202.0          172.2           71.1        114.132
     31/12/2016           2016        222.545        22561.0       1530.665        195.000        250.000          4.717          20.76       1361.548        535.960             202.0          189.4           91.3        113.704
