ApsimVersion = 7.9 r4044
Title = Corn_67_oat31
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        216.172        20012.2       1662.036        210.000        268.000          3.787          19.59       2007.908        341.300              67.4          145.7          133.5         65.197
     31/12/2001           2001        167.884        19314.0       1605.944        198.000        251.000          4.367          17.27       1757.329        403.098              67.4          145.7          136.1         69.109
     31/12/2002           2002        218.152        20901.3       1593.030        197.000        251.000          4.273          18.72       1832.863        452.882              67.4          156.4          145.6         64.245
     31/12/2003           2003        208.130        21048.6       1351.748        202.000        260.000          4.436          18.51       1592.928        466.217              67.4          158.0          147.1         66.193
     31/12/2004           2004        229.901        22142.6       1562.051        202.000        270.000          4.249          19.28       1700.667        462.784              67.4          167.6          157.2         66.016
     31/12/2005           2005        223.733        21561.6       1612.553        200.000        256.000          4.472          20.43       1888.837        571.857              67.4          172.1          159.1         66.171
     31/12/2006           2006        212.023        20498.2       1670.844        197.000        251.000          4.296          18.68       1990.423        323.088              67.4          148.0          137.8         69.869
     31/12/2007           2007        200.957        20409.3       1613.002        193.000        245.000          4.376          18.66       1782.901        437.286              67.4          159.6          150.0         66.490
     31/12/2008           2008        204.672        20007.5       1320.869        202.000        266.000          4.341          17.39       1190.224        719.582              67.4          161.3          149.5         52.744
     31/12/2009           2009        219.486        21449.6       1617.363        202.000        268.000          4.059          19.37       1780.193        407.757              67.4          162.7          150.4         63.169
     31/12/2010           2010        206.021        20155.0       1159.961        197.000        248.000          4.349          18.56       1087.730        849.884              67.4          162.1          152.5         72.227
     31/12/2011           2011        201.298        19903.8       1460.131        200.000        255.000          4.196          18.57       1568.580        326.898              67.4          163.9          149.1         42.356
     31/12/2012           2012        199.983        18951.3       1559.100        189.000        240.000          3.975          17.15       1894.479        236.970              67.4          109.0          105.6         80.438
     31/12/2013           2013        192.825        18939.4       1565.962        194.000        249.000          4.203          15.71       1657.881        276.352              67.4          130.4          115.6         47.726
     31/12/2014           2014        200.120        19811.6       1166.022        199.000        261.000          3.906          18.22       1212.376        699.262              67.4          160.5          148.9         54.901
     31/12/2015           2015        229.665        21577.9       1485.593        200.000        256.000          4.386          19.83       1450.108        735.326              67.4          167.6          156.0         71.886
     31/12/2016           2016        220.055        21654.1       1604.610        195.000        250.000          4.515          20.24       1856.752        535.960              67.4          168.2          159.0         72.306
