ApsimVersion = 7.9 r4044
Title = Corn_270_oat33
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        206.292        19619.1       1485.600        210.000        268.000          3.849          22.06       1993.646        341.300             270.0          133.6          121.4        147.117
     31/12/2001           2001        190.331        22111.9       1383.920        198.000        251.000          4.473          24.52       1745.648        403.098             270.0          121.9          112.4        170.344
     31/12/2002           2002        258.447        23317.4       1353.801        197.000        251.000          4.247          26.59       1816.591        452.882             270.0          144.6          133.8        148.974
     31/12/2003           2003        260.982        24775.7       1265.282        202.000        260.000          4.515          28.44       1604.845        466.217             270.0          140.0          129.1        152.868
     31/12/2004           2004        282.338        26148.4       1518.967        202.000        270.000          4.351          29.83       1722.764        462.784             270.0          163.8          153.4        162.697
     31/12/2005           2005        257.588        23535.1       1376.400        200.000        256.000          4.524          27.07       1872.198        571.857             270.0          168.6          155.6        147.795
     31/12/2006           2006        234.327        21865.9       1426.880        197.000        251.000          4.205          24.70       1983.816        323.088             270.0          130.6          120.5        158.464
     31/12/2007           2007        242.813        23111.4       1380.000        193.000        245.000          4.359          26.29       1782.528        437.286             270.0          143.5          133.9        165.450
     31/12/2008           2008        255.193        24307.9       1224.701        202.000        266.000          4.424          27.63       1294.354        719.582             270.0          163.9          152.0        133.556
     31/12/2009           2009        266.336        24195.7       1522.136        202.000        268.000          4.140          27.57       1783.006        407.757             270.0          159.1          146.9        151.585
     31/12/2010           2010        237.691        22910.2       1044.371        197.000        248.000          4.426          26.60       1124.961        849.884             270.0          163.4          153.8        169.314
     31/12/2011           2011        231.854        21676.7       1394.588        200.000        255.000          4.236          24.80       1567.677        326.898             270.0          159.2          144.3        109.141
     31/12/2012           2012        201.223        18829.1       1268.480        189.000        240.000          3.994          20.79       1891.732        236.970             270.0          103.3           99.9        212.507
     31/12/2013           2013        254.038        22392.6       1330.760        194.000        249.000          4.275          25.65       1641.691        276.352             270.0           99.0           84.2        122.053
     31/12/2014           2014        227.921        21572.9       1004.113        199.000        261.000          3.986          23.89       1251.922        699.262             270.0          161.0          149.4        130.090
     31/12/2015           2015        252.077        22825.2       1386.353        200.000        256.000          4.454          25.10       1452.221        735.326             270.0          168.3          156.7        165.981
     31/12/2016           2016        238.902        22715.5       1350.360        195.000        250.000          4.469          25.48       1835.798        535.960             270.0          166.8          157.5        169.664
