ApsimVersion = 7.9 r4044
Title = Corn_0_oat42
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        157.971        16812.2       1485.600        210.000        268.000          3.866          13.77       2006.637        341.300               0.0          152.1          139.8         28.743
     31/12/2001           2001        106.441        14831.0       1383.920        198.000        251.000          3.579          12.95       1689.365        403.098               0.0          156.7          147.2         18.766
     31/12/2002           2002        154.497        15469.1       1353.801        197.000        251.000          3.346          13.37       1681.922        452.882               0.0          161.4          150.7         21.066
     31/12/2003           2003        156.549        16184.9       1220.445        202.000        260.000          3.881          13.79       1475.536        466.217               0.0          162.8          151.9         22.802
     31/12/2004           2004        168.615        16909.0       1507.361        202.000        270.000          3.714          13.90       1577.429        462.784               0.0          166.4          156.0         19.195
     31/12/2005           2005        163.933        16698.8       1376.400        200.000        256.000          4.120          14.65       1773.498        571.857               0.0          172.2          159.2         24.846
     31/12/2006           2006        149.664        15415.9       1426.880        197.000        251.000          3.409          13.75       1950.666        323.088               0.0          160.2          150.0         23.503
     31/12/2007           2007        151.644        15847.1       1380.000        193.000        245.000          3.989          13.69       1672.823        437.286               0.0          164.2          154.6         17.955
     31/12/2008           2008        152.336        14570.3       1176.837        202.000        266.000          3.287          12.52       1056.040        719.582               0.0          157.2          145.4         14.082
     31/12/2009           2009        158.460        16351.9       1517.623        202.000        268.000          3.676          13.84       1657.927        407.757               0.0          162.7          150.5         18.762
     31/12/2010           2010        147.458        15152.7        995.035        197.000        248.000          3.852          12.94        976.738        849.884               0.0          156.7          147.1         23.136
     31/12/2011           2011        156.818        15466.0       1342.092        200.000        255.000          3.628          13.53       1471.762        326.898               0.0          167.6          152.8         15.678
     31/12/2012           2012        146.180        15444.0       1268.480        189.000        240.000          3.708          11.96       1896.240        236.970               0.0          121.9          118.4         28.270
     31/12/2013           2013        142.335        14342.6       1330.760        194.000        249.000          3.816          11.53       1573.264        276.352               0.0          144.5          129.8         13.640
     31/12/2014           2014        148.098        15319.7        982.687        199.000        261.000          3.648          12.97       1083.823        699.262               0.0          157.3          145.7         17.552
     31/12/2015           2015        169.148        16891.9       1343.311        200.000        256.000          4.135          14.17       1323.967        735.326               0.0          164.5          152.8         25.041
     31/12/2016           2016        162.224        16137.9       1350.360        195.000        250.000          3.330          14.61       1716.651        535.960               0.0          167.9          158.7         24.287
