ApsimVersion = 7.9 r4044
Title = Corn_0_oat18
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000         61.045         8235.4        979.245        197.000        255.000          2.237           6.61       1029.316        327.330               0.0          175.5           82.9         12.276
     31/12/2001           2001         53.916         9266.0       1363.078        198.000        251.000          2.572           7.08       1023.645        403.098               0.0          176.0           78.4          8.119
     31/12/2002           2002         85.196         9181.5       1080.641        197.000        251.000          2.644           6.80        894.614        452.882               0.0          169.2           85.5          8.418
     31/12/2003           2003         51.882         7945.8        845.370        202.000        260.000          2.390           6.05        879.021        466.217               0.0          163.3           71.6          7.938
     31/12/2004           2004         49.509         7332.1       1025.098        202.000        270.000          2.055           5.46        853.228        462.784               0.0          156.9           65.3          7.639
     31/12/2005           2005         71.774         8076.5       1052.048        196.000        252.000          2.538           5.90        801.755        538.710               0.0          162.7           66.7          9.707
     31/12/2006           2006         96.143        10674.6       1510.371        197.000        251.000          3.186           7.81       1178.911        323.088               0.0          180.5           83.9          9.161
     31/12/2007           2007         81.231         8665.7       1291.795        193.000        245.000          2.622           6.37        888.157        437.286               0.0          172.1           74.7          5.782
     31/12/2008           2008         23.245         6782.9        820.808        202.000        266.000          2.000           4.89        638.355        719.582               0.0          150.5           59.2          6.432
     31/12/2009           2009         78.562         8847.9       1163.998        202.000        268.000          2.653           6.21        885.987        407.757               0.0          158.0           68.0          6.725
     31/12/2010           2010         34.948         5748.0        663.174        197.000        248.000          1.726           4.56        558.114        849.884               0.0          154.0           61.7          8.311
     31/12/2011           2011         49.952         7771.1        885.094        200.000        255.000          2.185           6.35        923.036        326.898               0.0          165.0           74.6          9.577
     31/12/2012           2012         98.080        10325.5       1243.424        189.000        240.000          2.739           8.67       1270.202        236.970               0.0          192.8          104.0          7.001
     31/12/2013           2013         82.840         8674.3       1219.991        194.000        249.000          2.365           7.18       1005.619        276.352               0.0          170.5           93.7          6.717
     31/12/2014           2014         32.974         5940.2        775.508        199.000        261.000          1.539           4.55        584.197        699.262               0.0          149.6           58.2          6.716
     31/12/2015           2015         44.885         6358.0        731.071        200.000        256.000          2.117           4.28        557.728        735.326               0.0          151.5           58.5          9.722
     31/12/2016           2016         80.815         9361.5       1363.072        195.000        250.000          2.858           6.76        856.442        535.960               0.0          170.8           75.4          8.944
