ApsimVersion = 7.9 r4044
Title = Corn_270_oat16
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        226.791        23104.2       1732.371        206.000        262.000          4.025          25.15       2026.144        327.330             270.0          154.3          142.0        147.117
     31/12/2001           2001        242.054        23798.4       1732.813        204.000        261.000          4.538          26.74       1820.014        405.128             270.0          150.1          140.6        170.338
     31/12/2002           2002        258.097        24964.7       1666.005        203.000        261.000          4.435          27.94       1898.077        492.002             270.0          163.5          152.7        148.972
     31/12/2003           2003        243.781        25931.0       1506.374        208.000        271.000          4.617          29.62       1696.863        482.477             270.0          156.0          145.1        152.868
     31/12/2004           2004        248.093        26689.8       1707.939        212.000        287.000          4.488          30.61       1851.228        523.754             270.0          173.0          162.5        162.694
     31/12/2005           2005        235.490        25482.4       1777.499        204.000        262.000          4.715          28.69       1948.849        580.188             270.0          177.2          164.2        147.790
     31/12/2006           2006        231.303        22589.5       1767.553        202.000        260.000          4.183          25.29       2019.837        323.596             270.0          164.0          153.8        158.458
     31/12/2007           2007        243.765        25045.2       1752.570        199.000        251.000          4.638          27.63       1825.279        452.399             270.0          165.1          155.5        165.457
     31/12/2008           2008        269.661        25148.7       1416.300        209.000        273.000          4.444          27.57       1390.092        776.732             270.0          172.3          160.4        133.560
     31/12/2009           2009        255.356        24873.4       1710.438        208.000        278.000          4.142          27.36       1842.318        407.757             270.0          162.4          150.2        151.584
     31/12/2010           2010        228.962        23726.4       1258.338        203.000        256.000          4.317          26.71       1159.841        938.022             270.0          172.0          162.4        169.316
     31/12/2011           2011        241.521        22520.9       1519.907        207.000        271.000          4.198          24.91       1690.245        327.148             270.0          169.0          154.2        109.139
     31/12/2012           2012        227.307        22138.5       1667.768        196.000        248.000          4.169          25.62       1952.140        276.850             270.0          117.7          114.2        212.497
     31/12/2013           2013        228.764        25549.3       1709.491        201.000        255.000          4.672          28.13       1737.097        286.258             270.0          113.2           98.3        122.022
     31/12/2014           2014        242.015        24233.5       1412.692        208.000        272.000          4.377          25.97       1292.611        749.300             270.0          170.4          158.7        130.071
     31/12/2015           2015        231.732        24418.0       1528.866        206.000        265.000          4.550          26.67       1545.755        757.184             270.0          178.0          166.3        165.967
     31/12/2016           2016        225.508        24260.8       1729.857        202.000        256.000          4.699          26.58       1903.305        597.940             270.0          177.8          168.6        169.654
