ApsimVersion = 7.9 r4044
Title = Corn_67_oat4
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        213.601        19874.8       1662.036        210.000        268.000          3.787          19.61       2007.830        341.300              67.4          146.1          133.9         65.197
     31/12/2001           2001        192.941        19244.3       1605.944        198.000        251.000          4.367          17.29       1758.252        403.098              67.4          146.0          136.5         69.109
     31/12/2002           2002        214.578        20677.1       1593.030        197.000        251.000          4.273          18.72       1833.431        452.882              67.4          156.8          146.0         64.245
     31/12/2003           2003        205.508        20889.9       1351.748        202.000        260.000          4.436          18.47       1593.464        466.217              67.4          157.5          146.7         66.193
     31/12/2004           2004        227.040        21961.6       1562.051        202.000        270.000          4.249          19.29       1700.392        462.784              67.4          167.7          157.3         66.017
     31/12/2005           2005        222.215        21455.6       1612.553        200.000        256.000          4.472          20.43       1889.396        571.857              67.4          172.0          159.0         66.171
     31/12/2006           2006        207.112        20220.3       1670.844        197.000        251.000          4.296          18.70       1988.993        323.088              67.4          148.1          138.0         69.870
     31/12/2007           2007        201.040        20343.2       1613.002        193.000        245.000          4.376          18.62       1781.978        437.286              67.4          159.1          149.5         66.490
     31/12/2008           2008        202.080        19846.3       1320.869        202.000        266.000          4.341          17.40       1192.388        719.582              67.4          161.3          149.4         52.744
     31/12/2009           2009        215.869        21225.4       1617.363        202.000        268.000          4.059          19.40       1778.671        407.757              67.4          162.8          150.6         63.169
     31/12/2010           2010        209.049        20051.4       1159.961        197.000        248.000          4.349          18.56       1088.155        849.884              67.4          162.1          152.5         72.227
     31/12/2011           2011        219.205        19753.9       1460.131        200.000        255.000          4.196          18.58       1567.875        326.898              67.4          164.0          149.2         42.356
     31/12/2012           2012        205.256        18844.5       1559.100        189.000        240.000          3.975          17.13       1894.531        236.970              67.4          109.1          105.6         80.438
     31/12/2013           2013        191.753        18807.9       1565.962        194.000        249.000          4.203          15.72       1658.307        276.352              67.4          130.9          116.1         47.726
     31/12/2014           2014        197.319        19626.8       1166.022        199.000        261.000          3.906          18.23       1209.686        699.262              67.4          160.5          148.8         54.902
     31/12/2015           2015        227.815        21236.0       1485.593        200.000        256.000          4.386          19.83       1448.071        735.326              67.4          167.5          155.8         71.886
     31/12/2016           2016        219.338        21493.7       1604.610        195.000        250.000          4.515          20.25       1857.677        535.960              67.4          168.3          159.0         72.306
