ApsimVersion = 7.9 r4044
Title = Corn_0_oat49
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        166.822        16725.8       1663.219        210.000        268.000          3.492          14.58       2005.111        341.300               0.0          159.3          147.1         28.743
     31/12/2001           2001        108.471        15088.1       1588.209        198.000        251.000          3.550          13.39       1715.580        403.098               0.0          160.0          150.5         18.766
     31/12/2002           2002        162.407        15849.5       1557.196        197.000        251.000          3.600          13.62       1718.441        452.882               0.0          163.0          152.2         21.065
     31/12/2003           2003        159.337        16209.1       1292.737        202.000        260.000          3.791          13.94       1494.225        466.217               0.0          163.3          152.5         22.801
     31/12/2004           2004        171.804        16874.7       1542.131        202.000        270.000          3.590          14.02       1600.611        462.784               0.0          166.6          156.2         19.194
     31/12/2005           2005        168.175        16670.6       1604.008        200.000        256.000          3.942          14.87       1793.146        571.857               0.0          173.0          160.0         24.846
     31/12/2006           2006        164.010        16166.8       1662.099        197.000        251.000          3.609          14.52       1986.837        323.088               0.0          166.7          156.6         23.503
     31/12/2007           2007        156.611        15926.6       1598.816        193.000        245.000          3.791          14.07       1702.549        437.286               0.0          166.5          157.0         17.955
     31/12/2008           2008        145.879        14569.2       1201.828        202.000        266.000          3.236          12.65       1070.914        719.582               0.0          157.9          146.1         14.082
     31/12/2009           2009        163.699        16441.2       1587.651        202.000        268.000          3.506          14.02       1679.582        407.757               0.0          163.4          151.2         18.762
     31/12/2010           2010        153.240        15337.8       1055.281        197.000        248.000          3.708          13.29       1001.655        849.884               0.0          158.0          148.3         23.135
     31/12/2011           2011        152.902        15423.5       1405.204        200.000        255.000          3.557          13.63       1496.020        326.898               0.0          168.0          153.1         15.678
     31/12/2012           2012        156.920        15621.6       1558.707        189.000        240.000          3.738          12.92       1891.418        236.970               0.0          131.1          127.6         28.269
     31/12/2013           2013        147.122        14412.4       1545.047        194.000        249.000          3.597          11.81       1601.129        276.352               0.0          146.8          132.2         13.640
     31/12/2014           2014        151.418        15297.1       1137.708        199.000        261.000          3.405          13.23       1106.705        699.262               0.0          158.3          146.6         17.552
     31/12/2015           2015        174.507        16874.3       1437.341        200.000        256.000          3.876          14.28       1350.453        735.326               0.0          165.1          153.4         25.041
     31/12/2016           2016        165.976        16530.5       1594.975        195.000        250.000          3.747          14.85       1750.344        535.960               0.0          169.1          159.9         24.287
