ApsimVersion = 7.9 r4044
Title = Corn_0_oat3
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        160.485        17808.8       1706.789        206.000        262.000          3.934          14.85       1998.082        327.330               0.0          171.5          159.3         28.743
     31/12/2001           2001        157.567        15726.0       1687.158        204.000        261.000          3.680          14.26       1751.662        405.128               0.0          169.1          159.5         18.767
     31/12/2002           2002        165.151        16763.5       1581.280        203.000        261.000          3.791          14.47       1751.367        492.002               0.0          174.0          163.2         21.066
     31/12/2003           2003        154.400        16865.3       1394.728        208.000        271.000          4.046          14.61       1529.263        482.477               0.0          170.7          159.9         22.803
     31/12/2004           2004        158.029        17364.5       1625.701        212.000        287.000          3.848          14.82       1648.196        523.754               0.0          172.4          162.0         19.195
     31/12/2005           2005        159.959        17381.7       1725.248        204.000        262.000          4.114          15.25       1796.076        580.188               0.0          178.1          165.1         24.846
     31/12/2006           2006        167.492        17071.5       1740.706        202.000        260.000          3.799          15.43       2009.304        323.596               0.0          176.0          165.9         23.503
     31/12/2007           2007        157.172        16809.7       1690.292        199.000        251.000          4.146          14.44       1726.349        452.399               0.0          173.5          163.9         17.955
     31/12/2008           2008        148.746        15128.5       1229.049        209.000        273.000          3.423          13.07       1077.405        776.732               0.0          164.8          152.9         14.082
     31/12/2009           2009        162.901        17138.7       1647.075        208.000        278.000          3.824          14.56       1680.188        407.757               0.0          163.2          150.9         18.762
     31/12/2010           2010        152.906        16225.3       1101.814        203.000        256.000          3.904          13.80        994.222        938.022               0.0          165.2          155.6         23.136
     31/12/2011           2011        165.366        16267.4       1505.607        207.000        271.000          3.587          14.65       1560.630        327.148               0.0          177.1          162.3         15.678
     31/12/2012           2012        153.839        16966.3       1654.695        196.000        248.000          4.226          13.45       1928.170        276.850               0.0          145.9          142.4         28.269
     31/12/2013           2013        137.436        15185.4       1628.794        201.000        255.000          3.982          12.16       1668.683        286.258               0.0          154.2          139.4         13.638
     31/12/2014           2014        150.453        16499.7       1279.969        208.000        272.000          3.974          13.66       1069.722        749.300               0.0          165.5          153.8         17.549
     31/12/2015           2015        164.544        17578.5       1504.216        206.000        265.000          4.180          14.77       1313.125        757.184               0.0          172.9          161.2         25.039
     31/12/2016           2016        156.691        17059.8       1688.009        202.000        256.000          3.946          15.30       1721.038        597.940               0.0          176.0          166.8         24.286
