ApsimVersion = 7.9 r4044
Title = Corn_67_oat23
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        121.170        13436.2       1172.187        197.000        255.000          3.504          10.83       1175.490        327.330              67.4          183.7           86.0         60.597
     31/12/2001           2001        110.749        13118.5       1504.495        198.000        251.000          3.570          10.83       1259.524        403.098              67.4          186.5           87.5         54.902
     31/12/2002           2002        123.446        13737.2       1226.691        197.000        251.000          3.796          10.55       1039.099        452.882              67.4          180.3           82.8         51.041
     31/12/2003           2003        111.411        12354.1        949.416        202.000        260.000          3.538           9.49        981.480        466.217              67.4          169.9           73.3         49.952
     31/12/2004           2004        106.511        11327.3       1159.470        202.000        270.000          2.990           8.54        942.138        462.784              67.4          163.6           64.0         51.227
     31/12/2005           2005        116.569        12610.5       1240.554        196.000        252.000          3.727           9.78        960.335        538.710              67.4          171.0           69.4         49.200
     31/12/2006           2006        139.703        15211.8       1521.740        197.000        251.000          4.110          12.12       1468.661        323.088              67.4          191.8           92.3         54.334
     31/12/2007           2007        120.506        13218.5       1513.494        193.000        245.000          3.761          10.39       1098.261        437.286              67.4          184.0           86.5         47.831
     31/12/2008           2008         68.828         9047.0        845.896        202.000        266.000          2.734           6.81        676.980        719.582              67.4          154.2           48.6         43.285
     31/12/2009           2009        114.856        13259.1       1284.979        202.000        268.000          3.690           9.78       1039.718        407.757              67.4          167.3           66.8         48.353
     31/12/2010           2010         73.354         8047.6        761.670        197.000        248.000          2.398           6.71        607.326        849.884              67.4          159.0           62.9         53.351
     31/12/2011           2011        113.184        11558.7        993.252        200.000        255.000          3.316           9.31        987.294        326.898              67.4          171.4           66.7         35.464
     31/12/2012           2012        151.425        14773.7       1410.072        189.000        240.000          3.769          12.60       1475.740        236.970              67.4          191.2          108.1         48.219
     31/12/2013           2013        124.819        12809.7       1343.235        194.000        249.000          3.583          10.23       1189.584        276.352              67.4          178.2           82.9         40.062
     31/12/2014           2014         84.794         9163.8        826.066        199.000        261.000          2.497           6.84        644.504        699.262              67.4          154.2           49.7         43.198
     31/12/2015           2015         98.297        10479.6        846.009        200.000        256.000          3.251           7.72        665.953        735.326              67.4          160.4           60.4         54.116
     31/12/2016           2016        126.504        14140.6       1516.081        195.000        250.000          3.958          11.01       1043.078        535.960              67.4          182.0           84.3         53.475
