ApsimVersion = 7.9 r4044
Title = Corn_202_oat21
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        210.507        21277.5       1272.124        197.000        255.000          4.137          19.46       1371.557        327.330             202.0          174.2           74.3        132.406
     31/12/2001           2001        196.736        20656.5       1523.503        198.000        251.000          4.539          18.62       1490.234        403.098             202.0          180.6           80.7        120.477
     31/12/2002           2002        218.664        21820.3       1306.885        197.000        251.000          4.511          19.35       1295.060        452.882             202.0          182.0           81.1        104.934
     31/12/2003           2003        197.153        20830.1       1067.586        202.000        260.000          4.406          17.62       1213.459        466.217             202.0          170.3           71.4        104.156
     31/12/2004           2004        199.670        20866.1       1345.505        202.000        270.000          4.371          17.03       1237.637        462.784             202.0          172.2           70.1        117.047
     31/12/2005           2005        218.060        21766.1       1320.339        196.000        252.000          4.581          19.50       1307.535        538.710             202.0          181.5           79.1        103.519
     31/12/2006           2006        236.215        22763.0       1534.128        197.000        251.000          4.540          22.38       1665.037        323.088             202.0          193.6           93.4        123.396
     31/12/2007           2007        203.533        21442.3       1513.493        193.000        245.000          4.653          18.86       1423.758        437.286             202.0          187.9           89.6        108.818
     31/12/2008           2008        172.253        17841.8       1042.951        202.000        266.000          4.200          14.65        854.653        719.582             202.0          163.5           54.1         93.575
     31/12/2009           2009        206.279        21496.6       1429.937        202.000        268.000          4.221          18.68       1350.766        407.757             202.0          174.8           71.3        103.735
     31/12/2010           2010        161.107        15899.5        902.494        197.000        248.000          3.683          14.18        708.209        849.884             202.0          164.8           66.9        119.022
     31/12/2011           2011        203.179        19664.9       1143.254        200.000        255.000          4.384          17.51       1181.124        326.898             202.0          175.5           65.0         79.108
     31/12/2012           2012        224.296        20673.1       1405.214        189.000        240.000          4.289          18.65       1578.218        236.970             202.0          140.7           57.3        134.031
     31/12/2013           2013        194.360        19873.4       1355.629        194.000        249.000          4.478          16.04       1374.930        276.352             202.0          149.4           48.0         90.096
     31/12/2014           2014        159.894        16666.3        886.884        199.000        261.000          3.746          14.35        812.039        699.262             202.0          162.1           55.9         89.694
     31/12/2015           2015        200.367        20228.5       1127.374        200.000        256.000          4.581          17.39        913.076        735.326             202.0          172.2           71.1        114.132
     31/12/2016           2016        222.425        22562.2       1505.600        195.000        250.000          4.732          20.73       1354.167        535.960             202.0          189.6           91.4        113.704
