ApsimVersion = 7.9 r4044
Title = Corn_270_oat6
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        225.853        21662.1       1597.306        210.000        268.000          4.166          23.75       2014.453        341.300             270.0          135.1          122.8        147.117
     31/12/2001           2001        198.152        23909.4       1534.433        198.000        251.000          4.672          26.48       1766.158        403.098             270.0          123.4          113.8        170.337
     31/12/2002           2002        263.717        24737.4       1517.026        197.000        251.000          4.461          28.02       1862.037        452.882             270.0          143.6          132.8        148.964
     31/12/2003           2003        266.509        26389.3       1375.622        202.000        260.000          4.740          30.19       1652.836        466.217             270.0          142.5          131.7        152.860
     31/12/2004           2004        285.073        27517.1       1562.070        202.000        270.000          4.537          31.22       1769.521        462.784             270.0          164.0          153.5        162.689
     31/12/2005           2005        266.279        24971.1       1537.182        200.000        256.000          4.783          28.37       1919.387        571.857             270.0          167.4          154.4        147.789
     31/12/2006           2006        241.385        23140.7       1571.867        197.000        251.000          4.385          25.92       1994.726        323.088             270.0          131.3          121.2        158.459
     31/12/2007           2007        251.487        24568.8       1535.303        193.000        245.000          4.612          27.64       1780.670        437.286             270.0          144.5          134.9        165.444
     31/12/2008           2008        258.073        25742.8       1360.509        202.000        266.000          4.655          29.10       1342.480        719.582             270.0          164.6          152.8        133.550
     31/12/2009           2009        274.746        25555.5       1596.572        202.000        268.000          4.333          28.79       1818.775        407.757             270.0          159.1          146.9        151.580
     31/12/2010           2010        241.489        24204.8       1130.763        197.000        248.000          4.616          27.91       1156.583        849.884             270.0          164.5          154.9        169.310
     31/12/2011           2011        235.297        22942.5       1495.729        200.000        255.000          4.452          26.06       1598.388        326.898             270.0          159.5          144.7        109.137
     31/12/2012           2012        211.247        20243.4       1436.600        189.000        240.000          4.337          22.07       1900.371        236.970             270.0          101.5           98.0        212.500
     31/12/2013           2013        265.256        24262.6       1502.000        194.000        249.000          4.609          27.30       1665.480        276.352             270.0           98.6           83.8        122.039
     31/12/2014           2014        235.834        22873.5       1161.219        199.000        261.000          4.184          25.03       1284.528        699.262             270.0          161.4          149.8        130.076
     31/12/2015           2015        261.057        24285.7       1517.994        200.000        256.000          4.736          26.40       1523.837        735.326             270.0          168.9          157.2        165.971
     31/12/2016           2016        245.756        24037.4       1515.823        195.000        250.000          4.635          26.58       1876.474        535.960             270.0          165.1          155.8        169.658
