ApsimVersion = 7.9 r4044
Title = Corn_270_oat21
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        244.774        23270.3       1276.756        197.000        255.000          4.161          23.79       1388.111        327.330             270.0          163.2           63.1        161.002
     31/12/2001           2001        197.188        23078.4       1523.701        198.000        251.000          4.575          22.84       1511.514        403.098             270.0          171.2           71.2        144.632
     31/12/2002           2002        261.664        24281.9       1309.178        197.000        251.000          4.548          24.10       1331.082        452.882             270.0          176.1           74.2        126.508
     31/12/2003           2003        235.489        23239.0       1072.532        202.000        260.000          4.449          21.11       1256.423        466.217             270.0          161.6           62.1        125.416
     31/12/2004           2004        248.482        24041.6       1346.345        202.000        270.000          4.417          21.41       1333.812        462.784             270.0          174.3           72.0        143.534
     31/12/2005           2005        265.164        24456.6       1321.421        196.000        252.000          4.624          24.63       1356.623        538.710             270.0          182.1           79.6        125.766
     31/12/2006           2006        246.919        23525.7       1534.575        197.000        251.000          4.570          26.42       1669.095        323.088             270.0          192.9           92.8        151.370
     31/12/2007           2007        243.685        23926.0       1514.831        193.000        245.000          4.684          23.49       1458.562        437.286             270.0          186.6           88.2        131.510
     31/12/2008           2008        220.952        21578.3       1087.288        202.000        266.000          4.506          19.00        943.299        719.582             270.0          167.4           57.7        114.294
     31/12/2009           2009        253.903        24245.1       1469.086        202.000        268.000          4.262          23.67       1410.891        407.757             270.0          175.7           71.9        125.345
     31/12/2010           2010        205.027        19542.6        951.677        197.000        248.000          3.979          18.37        773.397        849.884             270.0          168.6           70.5        144.145
     31/12/2011           2011        234.702        21858.1       1147.204        200.000        255.000          4.402          21.31       1205.546        326.898             270.0          168.2           56.7         99.267
     31/12/2012           2012        243.044        22236.2       1407.510        189.000        240.000          4.322          22.81       1579.097        236.970             270.0          131.7           48.3        172.559
     31/12/2013           2013        236.738        22309.9       1356.339        194.000        249.000          4.499          19.49       1389.108        276.352             270.0          131.3           30.1        111.590
     31/12/2014           2014        198.112        19822.5        931.713        199.000        261.000          3.851          18.43        891.955        699.262             270.0          165.1           58.8        108.866
     31/12/2015           2015        246.321        23218.5       1129.350        200.000        256.000          4.651          22.03        988.088        735.326             270.0          174.8           73.6        137.456
     31/12/2016           2016        250.026        24299.5       1505.608        195.000        250.000          4.791          25.99       1385.627        535.960             270.0          190.5           92.1        136.531
