ApsimVersion = 7.9 r4044
Title = Corn_135_oat44
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        167.670        18001.0       1240.070        197.000        255.000          3.814          15.35       1316.644        327.330             135.0          183.0           84.0        100.242
     31/12/2001           2001        163.336        17439.0       1520.910        198.000        251.000          4.119          14.83       1436.216        403.098             135.0          186.9           87.2         92.223
     31/12/2002           2002        171.556        18473.8       1280.772        197.000        251.000          4.222          14.97       1200.528        452.882             135.0          183.7           84.5         80.937
     31/12/2003           2003        155.553        16940.6       1014.883        202.000        260.000          3.939          13.65       1110.047        466.217             135.0          172.7           74.8         80.270
     31/12/2004           2004        153.317        16278.4       1269.940        202.000        270.000          3.585          12.83       1099.639        462.784             135.0          168.8           67.3         87.448
     31/12/2005           2005        167.483        17533.4       1309.408        196.000        252.000          4.040          14.59       1150.245        538.710             135.0          177.5           75.3         79.106
     31/12/2006           2006        187.838        19417.7       1529.046        197.000        251.000          4.058          17.25       1617.822        323.088             135.0          194.9           95.1         92.207
     31/12/2007           2007        162.697        17682.9       1506.244        193.000        245.000          4.159          14.64       1313.250        437.286             135.0          188.3           90.1         82.400
     31/12/2008           2008        123.858        13135.4        983.454        202.000        266.000          3.330          10.17        752.467        719.582             135.0          158.8           50.4         70.849
     31/12/2009           2009        160.238        17764.6       1407.143        202.000        268.000          3.839          14.13       1216.361        407.757             135.0          172.0           69.4         79.373
     31/12/2010           2010        112.494        11623.1        807.077        197.000        248.000          2.950           9.89        660.177        849.884             135.0          161.8           64.3         90.188
     31/12/2011           2011        158.558        15815.2       1078.418        200.000        255.000          3.812          13.50       1100.242        326.898             135.0          175.6           66.8         58.194
     31/12/2012           2012        182.913        18013.9       1390.318        189.000        240.000          4.027          15.41       1552.523        236.970             135.0          165.9           82.6         92.902
     31/12/2013           2013        159.303        16518.8       1350.289        194.000        249.000          3.910          13.17       1315.831        276.352             135.0          168.5           67.2         66.948
     31/12/2014           2014        119.454        12607.7        834.107        199.000        261.000          2.876          10.43        736.248        699.262             135.0          159.2           53.5         68.786
     31/12/2015           2015        146.843        15248.5       1003.249        200.000        256.000          3.823          12.41        799.792        735.326             135.0          167.6           66.8         87.728
     31/12/2016           2016        174.449        19021.2       1505.600        195.000        250.000          4.312          15.76       1226.738        535.960             135.0          186.6           88.7         87.466
