ApsimVersion = 7.9 r4044
Title = Corn_202_oat2
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        210.562        21282.1       1295.246        197.000        255.000          4.138          19.47       1371.815        327.330             202.0          174.2           74.3        132.406
     31/12/2001           2001        196.754        20740.0       1553.785        198.000        251.000          4.541          18.80       1502.968        403.098             202.0          182.3           82.3        120.477
     31/12/2002           2002        218.753        21825.5       1388.610        197.000        251.000          4.512          19.37       1300.092        452.882             202.0          182.4           81.5        104.934
     31/12/2003           2003        197.305        20811.3       1075.721        202.000        260.000          4.404          17.63       1213.427        466.217             202.0          170.4           71.6        104.156
     31/12/2004           2004        199.829        20871.5       1360.131        202.000        270.000          4.374          17.04       1238.166        462.784             202.0          172.2           70.1        117.047
     31/12/2005           2005        218.156        21772.7       1406.599        196.000        252.000          4.582          19.51       1314.286        538.710             202.0          181.4           79.0        103.519
     31/12/2006           2006        236.951        22803.2       1564.561        197.000        251.000          4.538          22.51       1677.966        323.088             202.0          194.6           94.4        123.396
     31/12/2007           2007        204.224        21486.5       1543.279        193.000        245.000          4.654          18.94       1429.168        437.286             202.0          188.4           90.1        108.818
     31/12/2008           2008        173.651        17991.7       1074.860        202.000        266.000          4.217          14.78        859.137        719.582             202.0          163.7           54.3         93.575
     31/12/2009           2009        206.152        21491.8       1482.387        202.000        268.000          4.222          18.67       1354.767        407.757             202.0          174.7           71.1        103.735
     31/12/2010           2010        161.806        15970.8        927.546        197.000        248.000          3.693          14.24        709.179        849.884             202.0          164.9           67.0        119.022
     31/12/2011           2011        203.355        19676.0       1181.905        200.000        255.000          4.387          17.53       1181.590        326.898             202.0          175.4           64.9         79.108
     31/12/2012           2012        228.314        20890.8       1476.577        189.000        240.000          4.289          19.00       1589.448        236.970             202.0          144.3           60.8        134.031
     31/12/2013           2013        194.439        19883.2       1407.926        194.000        249.000          4.479          16.05       1376.426        276.352             202.0          149.5           48.1         90.096
     31/12/2014           2014        160.983        16881.3        949.026        199.000        261.000          3.762          14.50        817.393        699.262             202.0          162.3           56.2         89.693
     31/12/2015           2015        200.580        20260.9       1132.509        200.000        256.000          4.597          17.41        914.383        735.326             202.0          172.2           71.1        114.132
     31/12/2016           2016        222.635        22574.7       1530.842        195.000        250.000          4.733          20.76       1361.740        535.960             202.0          189.4           91.3        113.704
