ApsimVersion = 7.9 r4044
Title = Corn_67_oat26
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        206.457        22232.4       1731.401        206.000        262.000          4.249          19.51       2023.828        327.330              67.4          157.3          145.1         65.197
     31/12/2001           2001        197.777        20456.8       1728.783        204.000        261.000          4.597          18.20       1812.927        405.128              67.4          157.0          147.5         69.108
     31/12/2002           2002        215.296        22107.4       1663.427        203.000        261.000          4.454          19.39       1894.832        492.002              67.4          168.5          157.6         64.245
     31/12/2003           2003        207.494        22261.2       1520.363        208.000        271.000          4.766          19.25       1669.797        482.477              67.4          167.1          156.2         66.195
     31/12/2004           2004        211.537        23139.0       1697.237        212.000        287.000          4.654          19.91       1799.842        523.754              67.4          173.2          162.8         66.017
     31/12/2005           2005        214.861        22989.4       1771.773        204.000        262.000          4.853          20.63       1957.296        580.188              67.4          177.7          164.7         66.170
     31/12/2006           2006        209.150        21552.8       1767.956        202.000        260.000          4.212          19.88       2017.914        323.596              67.4          162.2          152.1         69.867
     31/12/2007           2007        198.470        21650.8       1739.575        199.000        251.000          4.699          19.16       1820.190        452.399              67.4          169.7          160.1         66.492
     31/12/2008           2008        196.561        20681.0       1406.301        209.000        273.000          4.566          17.78       1233.419        776.732              67.4          168.8          156.9         52.744
     31/12/2009           2009        212.025        22499.2       1712.825        208.000        278.000          4.388          19.79       1806.949        407.757              67.4          162.9          150.7         63.169
     31/12/2010           2010        204.211        21419.2       1250.744        203.000        256.000          4.533          19.06       1107.546        938.022              67.4          170.1          160.5         72.228
     31/12/2011           2011        215.864        21273.5       1519.864        207.000        271.000          4.369          19.51       1667.946        327.148              67.4          172.4          157.6         42.355
     31/12/2012           2012        200.359        20870.4       1667.435        196.000        248.000          4.201          17.35       1947.072        276.850              67.4          123.2          119.7         80.434
     31/12/2013           2013        179.822        20213.5       1695.142        201.000        255.000          4.801          15.96       1719.025        286.258              67.4          136.8          121.9         47.717
     31/12/2014           2014        201.809        21538.1       1393.740        208.000        272.000          4.572          18.50       1203.864        749.300              67.4          168.5          156.9         54.894
     31/12/2015           2015        221.905        22915.8       1527.400        206.000        265.000          4.767          20.17       1494.087        757.184              67.4          176.7          165.0         71.882
     31/12/2016           2016        211.898        22450.2       1723.646        202.000        256.000          4.544          20.69       1876.231        597.940              67.4          176.7          167.4         72.302
