ApsimVersion = 7.9 r4044
Title = Corn_202_oat37
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        178.443        20722.6       1485.600        210.000        268.000          4.162          22.66       2006.214        341.300             202.0          128.7          116.5        121.524
     31/12/2001           2001        140.398        22849.1       1383.920        198.000        251.000          4.581          24.48       1756.946        403.098             202.0          116.4          106.8        141.534
     31/12/2002           2002        191.854        23954.0       1353.801        197.000        251.000          4.158          27.45       1841.818        452.882             202.0          142.6          131.8        124.289
     31/12/2003           2003        196.671        26292.0       1305.019        202.000        260.000          4.719          27.69       1641.956        466.217             202.0          139.7          128.9        127.653
     31/12/2004           2004        210.771        27424.5       1527.460        202.000        270.000          4.505          30.18       1756.385        462.784             202.0          162.5          152.1        134.623
     31/12/2005           2005        199.844        24898.5       1376.400        200.000        256.000          4.740          28.43       1897.808        571.857             202.0          165.4          152.4        123.663
     31/12/2006           2006        202.238        22736.7       1426.880        197.000        251.000          4.213          24.86       1988.073        323.088             202.0          123.3          113.1        133.108
     31/12/2007           2007        204.525        24359.3       1380.000        193.000        245.000          4.497          26.77       1772.448        437.286             202.0          138.8          129.3        137.152
     31/12/2008           2008        190.903        25684.3       1255.828        202.000        266.000          4.635          27.04       1338.723        719.582             202.0          164.7          152.8        109.518
     31/12/2009           2009        225.522        25522.3       1524.430        202.000        268.000          4.325          28.62       1806.230        407.757             202.0          157.7          145.4        125.904
     31/12/2010           2010        178.564        24134.4       1092.838        197.000        248.000          4.587          27.17       1155.377        849.884             202.0          164.5          154.9        141.681
     31/12/2011           2011        174.050        22899.5       1426.868        200.000        255.000          4.437          25.41       1593.770        326.898             202.0          158.8          144.0         88.001
     31/12/2012           2012        159.895        19577.7       1268.480        189.000        240.000          4.270          21.80       1896.359        236.970             202.0          100.2           96.7        171.985
     31/12/2013           2013        189.727        23251.3       1330.760        194.000        249.000          4.587          23.36       1656.959        276.352             202.0           94.0           79.2         99.465
     31/12/2014           2014        195.912        22812.2       1076.987        199.000        261.000          4.164          24.55       1283.037        699.262             202.0          161.4          149.7        107.691
     31/12/2015           2015        200.053        24235.9       1427.823        200.000        256.000          4.717          26.31       1511.241        735.326             202.0          169.0          157.3        138.721
     31/12/2016           2016        185.306        23104.4       1350.360        195.000        250.000          4.218          25.79       1859.650        535.960             202.0          164.6          155.3        141.667
