ApsimVersion = 7.9 r4044
Title = Corn_202_oat18
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        213.331        21465.6       1295.246        197.000        255.000          4.138          19.44       1371.557        327.330             202.0          173.2           73.4        132.406
     31/12/2001           2001        171.202        20857.1       1553.785        198.000        251.000          4.541          18.78       1504.492        403.098             202.0          182.1           82.1        120.477
     31/12/2002           2002        222.813        22078.6       1388.610        197.000        251.000          4.512          19.34       1299.976        452.882             202.0          181.3           80.4        104.934
     31/12/2003           2003        197.876        20905.6       1075.721        202.000        260.000          4.404          17.67       1212.706        466.217             202.0          170.9           72.1        104.156
     31/12/2004           2004        201.069        20998.5       1360.131        202.000        270.000          4.374          17.03       1238.660        462.784             202.0          172.2           70.1        117.047
     31/12/2005           2005        219.334        21894.2       1406.599        196.000        252.000          4.582          19.49       1307.918        538.710             202.0          181.5           79.0        103.519
     31/12/2006           2006        242.053        23142.7       1564.561        197.000        251.000          4.538          22.50       1679.176        323.088             202.0          194.7           94.5        123.396
     31/12/2007           2007        201.526        21470.5       1543.279        193.000        245.000          4.654          18.94       1427.797        437.286             202.0          188.5           90.2        108.818
     31/12/2008           2008        176.100        18138.6       1074.860        202.000        266.000          4.217          14.78        868.057        719.582             202.0          163.7           54.2         93.575
     31/12/2009           2009        206.687        21582.8       1482.387        202.000        268.000          4.222          18.67       1354.016        407.757             202.0          174.6           71.1        103.735
     31/12/2010           2010        160.651        16079.4        927.546        197.000        248.000          3.693          14.25        710.095        849.884             202.0          165.0           67.1        119.022
     31/12/2011           2011        204.070        19950.9       1181.905        200.000        255.000          4.387          17.52       1181.457        326.898             202.0          175.2           64.7         79.108
     31/12/2012           2012        215.216        20940.3       1476.577        189.000        240.000          4.289          19.01       1589.424        236.970             202.0          144.1           60.7        134.031
     31/12/2013           2013        195.126        20018.5       1407.926        194.000        249.000          4.479          16.04       1376.077        276.352             202.0          148.9           47.5         90.095
     31/12/2014           2014        163.325        17054.4        949.026        199.000        261.000          3.762          14.49        818.750        699.262             202.0          162.4           56.2         89.694
     31/12/2015           2015        203.996        20522.8       1132.509        200.000        256.000          4.597          17.41        915.669        735.326             202.0          172.4           71.3        114.132
     31/12/2016           2016        223.022        22736.0       1530.842        195.000        250.000          4.733          20.75       1360.709        535.960             202.0          189.4           91.2        113.704
