ApsimVersion = 7.9 r4044
Title = Corn_202_oat36
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        188.199        21997.8       1675.985        210.000        268.000          4.161          24.10       2019.774        341.300             202.0          140.1          127.9        121.524
     31/12/2001           2001        145.410        23620.3       1615.864        198.000        251.000          4.520          25.66       1771.948        403.098             202.0          130.5          121.0        141.532
     31/12/2002           2002        189.678        23484.5       1604.023        197.000        251.000          3.985          26.93       1865.638        452.882             202.0          149.5          138.7        124.287
     31/12/2003           2003        197.138        26331.3       1398.457        202.000        260.000          4.718          28.18       1659.183        466.217             202.0          144.0          133.2        127.652
     31/12/2004           2004        210.761        27420.4       1583.528        202.000        270.000          4.503          30.36       1784.296        462.784             202.0          165.2          154.7        134.621
     31/12/2005           2005        199.635        24850.6       1621.793        200.000        256.000          4.708          28.37       1932.943        571.857             202.0          169.1          156.1        123.662
     31/12/2006           2006        200.998        22504.2       1679.448        197.000        251.000          4.116          24.85       1998.688        323.088             202.0          140.0          129.9        133.108
     31/12/2007           2007        204.267        24301.7       1624.688        193.000        245.000          4.467          26.85       1787.224        437.286             202.0          149.5          139.9        137.155
     31/12/2008           2008        190.822        25663.0       1434.773        202.000        266.000          4.623          27.07       1345.260        719.582             202.0          164.6          152.8        109.523
     31/12/2009           2009        224.917        25399.9       1646.231        202.000        268.000          4.278          28.46       1830.802        407.757             202.0          160.3          148.1        125.905
     31/12/2010           2010        178.572        24133.6       1197.513        197.000        248.000          4.588          27.17       1157.089        849.884             202.0          164.4          154.8        141.682
     31/12/2011           2011        174.047        22897.3       1503.064        200.000        255.000          4.437          25.40       1604.021        326.898             202.0          160.2          145.4         88.002
     31/12/2012           2012        167.186        20795.4       1561.516        189.000        240.000          4.179          23.35       1906.832        236.970             202.0          103.7          100.2        171.984
     31/12/2013           2013        201.719        24671.1       1569.925        194.000        249.000          4.583          24.71       1673.321        276.352             202.0          104.2           89.4         99.458
     31/12/2014           2014        195.903        22807.8       1197.338        199.000        261.000          4.163          24.54       1285.202        699.262             202.0          161.4          149.8        107.689
     31/12/2015           2015        200.049        24232.3       1503.072        200.000        256.000          4.717          26.29       1531.921        735.326             202.0          168.8          157.1        138.719
     31/12/2016           2016        183.562        22708.9       1608.229        195.000        250.000          4.065          25.34       1876.470        535.960             202.0          166.9          157.6        141.666
