ApsimVersion = 7.9 r4044
Title = Corn_270_oat27
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        232.665        23891.5       1581.414        206.000        262.000          4.336          25.96       2013.125        327.330             270.0          139.4          127.2        147.117
     31/12/2001           2001        253.587        24467.2       1534.108        204.000        261.000          4.775          26.87       1807.187        405.128             270.0          135.9          126.4        170.338
     31/12/2002           2002        269.760        25479.3       1514.080        203.000        261.000          4.615          28.15       1881.417        492.002             270.0          156.1          145.2        148.968
     31/12/2003           2003        254.788        26594.9       1446.439        208.000        271.000          4.852          30.13       1709.051        482.477             270.0          150.6          139.7        152.866
     31/12/2004           2004        260.326        27431.9       1635.496        212.000        287.000          4.732          31.34       1848.778        523.754             270.0          171.6          161.2        162.693
     31/12/2005           2005        245.949        26062.2       1561.037        204.000        262.000          4.898          29.26       1954.408        580.188             270.0          173.7          160.7        147.789
     31/12/2006           2006        231.698        23027.9       1542.381        202.000        260.000          4.325          25.65       2008.456        323.596             270.0          148.2          138.1        158.456
     31/12/2007           2007        245.368        25552.5       1538.161        199.000        251.000          4.799          28.05       1809.806        452.399             270.0          154.4          144.8        165.451
     31/12/2008           2008        275.126        25921.2       1253.688        209.000        273.000          4.725          28.56       1382.241        776.732             270.0          172.2          160.4        133.552
     31/12/2009           2009        263.144        25834.0       1609.157        208.000        278.000          4.491          28.49       1819.634        407.757             270.0          160.5          148.2        151.581
     31/12/2010           2010        241.557        24551.8       1221.087        203.000        256.000          4.641          27.54       1158.523        938.022             270.0          172.0          162.4        169.313
     31/12/2011           2011        247.157        23101.2       1517.910        207.000        271.000          4.404          25.38       1672.795        327.148             270.0          167.3          152.4        109.137
     31/12/2012           2012        202.410        21197.9       1422.160        196.000        248.000          4.351          24.04       1931.163        276.850             270.0          110.1          106.6        212.498
     31/12/2013           2013        221.239        24590.6       1524.035        201.000        255.000          4.983          27.47       1714.632        286.258             270.0          100.7           85.8        122.025
     31/12/2014           2014        248.155        25050.9       1290.575        208.000        272.000          4.698          26.97       1294.262        749.300             270.0          170.3          158.7        130.067
     31/12/2015           2015        243.701        25196.6       1501.671        206.000        265.000          4.852          27.38       1533.729        757.184             270.0          178.4          166.7        165.965
     31/12/2016           2016        234.961        24526.3       1514.034        202.000        256.000          4.759          26.75       1883.065        597.940             270.0          175.0          165.7        169.653
