ApsimVersion = 7.9 r4044
Title = Corn_135_oat15
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        218.907        19848.3       1663.387        210.000        268.000          3.579          22.13       2009.419        341.300             135.0          146.3          134.1         94.854
     31/12/2001           2001        188.773        21565.8       1605.156        198.000        251.000          4.116          22.59       1757.226        403.098             135.0          138.7          129.2        109.074
     31/12/2002           2002        247.215        22790.9       1591.985        197.000        251.000          4.087          24.62       1847.393        452.882             135.0          151.7          141.0         97.155
     31/12/2003           2003        249.963        23099.6       1350.645        202.000        260.000          4.163          23.27       1617.485        466.217             135.0          149.0          138.1         99.847
     31/12/2004           2004        265.807        24465.5       1537.068        202.000        270.000          3.959          25.06       1742.884        462.784             135.0          166.6          156.2        103.504
     31/12/2005           2005        252.324        22805.6       1612.656        200.000        256.000          4.258          25.88       1902.111        571.857             135.0          171.5          158.5         97.475
     31/12/2006           2006        231.311        21308.5       1669.465        197.000        251.000          4.010          24.12       1989.815        323.088             135.0          148.3          138.2        104.844
     31/12/2007           2007        239.871        22495.1       1613.364        193.000        245.000          4.162          24.29       1773.811        437.286             135.0          155.5          145.9        105.369
     31/12/2008           2008        240.954        22538.2       1324.812        202.000        266.000          4.089          22.42       1288.701        719.582             135.0          163.7          151.9         83.462
     31/12/2009           2009        257.490        23199.1       1614.057        202.000        268.000          3.799          25.35       1795.272        407.757             135.0          161.6          149.4         97.550
     31/12/2010           2010        224.070        21790.9       1138.982        197.000        248.000          4.048          23.67       1125.072        849.884             135.0          163.4          153.8        110.615
     31/12/2011           2011        218.570        20848.4       1467.916        200.000        255.000          3.924          23.23       1582.188        326.898             135.0          160.9          146.1         66.115
     31/12/2012           2012        215.550        19530.5       1559.061        189.000        240.000          3.824          20.85       1895.172        236.970             135.0          108.3          104.8        128.516
     31/12/2013           2013        249.118        21786.7       1549.412        194.000        249.000          3.993          20.57       1658.844        276.352             135.0          117.0          102.3         75.389
     31/12/2014           2014        218.786        20515.9       1180.314        199.000        261.000          3.606          22.57       1249.926        699.262             135.0          161.2          149.5         83.529
     31/12/2015           2015        245.359        21996.9       1491.061        200.000        256.000          4.130          23.94       1466.504        735.326             135.0          168.1          156.4        108.533
     31/12/2016           2016        236.123        22174.5       1603.709        195.000        250.000          4.269          24.58       1859.835        535.960             135.0          169.4          160.2        110.404
