ApsimVersion = 7.9 r4044
Title = Corn_135_oat36
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        187.988        21933.7       1675.929        210.000        268.000          4.138          23.58       2019.685        341.300             135.0          140.1          127.9         94.854
     31/12/2001           2001        145.204        23057.1       1615.540        198.000        251.000          4.499          21.51       1771.159        403.098             135.0          131.4          121.8        109.069
     31/12/2002           2002        189.728        23367.3       1603.911        197.000        251.000          3.987          24.35       1865.345        452.882             135.0          149.9          139.1         97.148
     31/12/2003           2003        196.932        24607.7       1397.667        202.000        260.000          4.689          23.11       1650.967        466.217             135.0          149.4          138.6         99.842
     31/12/2004           2004        210.486        25828.8       1583.772        202.000        270.000          4.469          24.70       1771.043        462.784             135.0          166.9          156.5        103.498
     31/12/2005           2005        199.542        24748.2       1621.688        200.000        256.000          4.696          26.14       1938.855        571.857             135.0          169.1          156.1         97.472
     31/12/2006           2006        200.949        22478.7       1679.326        197.000        251.000          4.113          24.18       1998.838        323.088             135.0          140.2          130.0        104.838
     31/12/2007           2007        204.082        23953.6       1624.441        193.000        245.000          4.446          23.29       1786.524        437.286             135.0          150.0          140.4        105.362
     31/12/2008           2008        190.696        23924.5       1434.361        202.000        266.000          4.604          22.28       1322.480        719.582             135.0          164.1          152.3         83.456
     31/12/2009           2009        224.646        24931.9       1645.737        202.000        268.000          4.256          24.90       1827.974        407.757             135.0          160.5          148.3         97.546
     31/12/2010           2010        178.361        23693.3       1198.156        197.000        248.000          4.558          23.82       1154.854        849.884             135.0          164.4          154.8        110.611
     31/12/2011           2011        173.916        22850.9       1505.398        200.000        255.000          4.422          23.74       1604.295        326.898             135.0          160.2          145.4         66.111
     31/12/2012           2012        167.186        20786.9       1561.507        189.000        240.000          4.177          21.62       1906.774        236.970             135.0          103.7          100.2        128.510
     31/12/2013           2013        209.323        22877.1       1569.553        194.000        249.000          4.544          19.88       1672.812        276.352             135.0          113.5           98.8         75.377
     31/12/2014           2014        195.508        22707.4       1198.498        199.000        261.000          4.128          23.29       1284.716        699.262             135.0          161.4          149.8         83.515
     31/12/2015           2015        199.855        24165.3       1502.838        200.000        256.000          4.691          25.36       1531.090        735.326             135.0          168.8          157.1        108.524
     31/12/2016           2016        183.644        22699.6       1608.199        195.000        250.000          4.070          25.25       1876.436        535.960             135.0          167.0          157.7        110.398
