ApsimVersion = 7.9 r4044
Title = Corn_270_oat28
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        232.663        23947.6       1681.286        206.000        262.000          4.336          26.11       2018.337        327.330             270.0          144.4          132.2        147.117
     31/12/2001           2001        253.870        24535.6       1638.581        204.000        261.000          4.810          27.20       1814.995        405.128             270.0          142.0          132.4        170.338
     31/12/2002           2002        270.966        25678.3       1598.523        203.000        261.000          4.704          28.42       1892.034        492.002             270.0          158.8          147.9        148.967
     31/12/2003           2003        254.786        26593.2       1507.511        208.000        271.000          4.851          30.18       1705.990        482.477             270.0          152.0          141.1        152.864
     31/12/2004           2004        260.325        27431.5       1691.479        212.000        287.000          4.732          31.34       1844.297        523.754             270.0          172.3          161.9        162.692
     31/12/2005           2005        246.382        26158.3       1675.339        204.000        262.000          4.958          29.37       1948.156        580.188             270.0          175.1          162.1        147.789
     31/12/2006           2006        235.267        23292.7       1658.672        202.000        260.000          4.445          26.02       2014.854        323.596             270.0          152.9          142.7        158.456
     31/12/2007           2007        247.854        25726.4       1651.355        199.000        251.000          4.891          28.31       1818.512        452.399             270.0          159.0          149.4        165.451
     31/12/2008           2008        275.124        25919.8       1354.181        209.000        273.000          4.724          28.56       1384.618        776.732             270.0          172.2          160.3        133.554
     31/12/2009           2009        263.118        25829.1       1664.185        208.000        278.000          4.490          28.48       1837.000        407.757             270.0          161.4          149.1        151.581
     31/12/2010           2010        241.560        24551.2       1252.502        203.000        256.000          4.641          27.54       1159.246        938.022             270.0          172.0          162.4        169.313
     31/12/2011           2011        247.156        23101.1       1527.114        207.000        271.000          4.403          25.38       1677.943        327.148             270.0          168.0          153.1        109.137
     31/12/2012           2012        215.730        21955.8       1572.057        196.000        248.000          4.385          24.89       1940.885        276.850             270.0          112.4          108.9        212.497
     31/12/2013           2013        228.282        25302.7       1625.440        201.000        255.000          4.999          27.87       1724.473        286.258             270.0          105.2           90.3        122.021
     31/12/2014           2014        248.156        25050.9       1369.970        208.000        272.000          4.698          26.97       1295.100        749.300             270.0          170.3          158.7        130.066
     31/12/2015           2015        243.700        25196.2       1512.483        206.000        265.000          4.852          27.37       1544.144        757.184             270.0          178.2          166.5        165.965
     31/12/2016           2016        236.495        24976.9       1629.413        202.000        256.000          4.975          27.17       1897.433        597.940             270.0          175.5          166.3        169.653
