ApsimVersion = 7.9 r4044
Title = Corn_270_oat40
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        225.698        21647.2       1597.285        210.000        268.000          4.155          23.61       2014.332        341.300             270.0          135.1          122.9        147.117
     31/12/2001           2001        191.059        22957.1       1534.058        198.000        251.000          4.212          25.49       1763.275        403.098             270.0          125.9          116.4        170.338
     31/12/2002           2002        235.537        22120.4       1516.215        197.000        251.000          3.534          25.04       1829.881        452.882             270.0          149.5          138.7        148.970
     31/12/2003           2003        266.509        26389.3       1375.622        202.000        260.000          4.740          30.01       1652.836        466.217             270.0          142.5          131.7        152.870
     31/12/2004           2004        285.073        27517.1       1562.070        202.000        270.000          4.537          31.22       1769.521        462.784             270.0          164.0          153.5        162.694
     31/12/2005           2005        258.424        24440.1       1537.085        200.000        256.000          4.475          27.70       1914.636        571.857             270.0          167.8          154.8        147.791
     31/12/2006           2006        222.501        21581.1       1569.700        197.000        251.000          3.761          24.20       1990.043        323.088             270.0          135.5          125.4        158.460
     31/12/2007           2007        240.197        23698.6       1534.843        193.000        245.000          4.160          26.49       1777.480        437.286             270.0          146.0          136.4        165.449
     31/12/2008           2008        257.747        25680.0       1360.258        202.000        266.000          4.620          29.01       1341.896        719.582             270.0          164.6          152.8        133.555
     31/12/2009           2009        269.656        25161.6       1595.485        202.000        268.000          4.184          28.34       1814.448        407.757             270.0          159.2          147.0        151.582
     31/12/2010           2010        241.093        24129.8       1130.723        197.000        248.000          4.573          27.82       1156.012        849.884             270.0          164.5          154.8        169.312
     31/12/2011           2011        235.297        22942.5       1495.729        200.000        255.000          4.452          26.06       1598.388        326.898             270.0          159.5          144.7        109.138
     31/12/2012           2012        207.204        19855.4       1436.600        189.000        240.000          3.973          21.62       1898.760        236.970             270.0          102.4           98.9        212.501
     31/12/2013           2013        264.655        24092.2       1502.000        194.000        249.000          4.420          26.94       1663.457        276.352             270.0           99.4           84.6        122.043
     31/12/2014           2014        235.834        22873.5       1161.219        199.000        261.000          4.184          25.03       1284.528        699.262             270.0          161.4          149.8        130.080
     31/12/2015           2015        261.057        24285.7       1517.994        200.000        256.000          4.736          26.40       1523.837        735.326             270.0          168.9          157.2        165.973
     31/12/2016           2016        215.616        21395.6       1515.168        195.000        250.000          3.576          23.94       1843.254        535.960             270.0          167.0          157.7        169.658
