ApsimVersion = 7.9 r4044
Title = Corn_0_oat7
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        158.806        16898.7       1485.600        210.000        268.000          3.986          13.79       2007.339        341.300               0.0          152.4          140.1         28.743
     31/12/2001           2001        106.441        14831.0       1383.920        198.000        251.000          3.579          12.95       1689.364        403.098               0.0          156.7          147.2         18.766
     31/12/2002           2002        156.241        15659.5       1353.801        197.000        251.000          3.648          13.38       1684.711        452.882               0.0          161.8          151.0         21.066
     31/12/2003           2003        156.547        16184.7       1220.437        202.000        260.000          3.881          13.79       1475.531        466.217               0.0          162.8          151.9         22.802
     31/12/2004           2004        168.614        16908.9       1507.360        202.000        270.000          3.714          13.90       1577.427        462.784               0.0          166.4          156.0         19.195
     31/12/2005           2005        163.933        16698.8       1376.400        200.000        256.000          4.120          14.65       1773.496        571.857               0.0          172.2          159.2         24.846
     31/12/2006           2006        153.470        15748.9       1426.880        197.000        251.000          3.802          13.85       1951.334        323.088               0.0          161.3          151.1         23.503
     31/12/2007           2007        151.774        15875.0       1380.000        193.000        245.000          4.053          13.69       1672.645        437.286               0.0          164.3          154.7         17.955
     31/12/2008           2008        152.336        14570.3       1176.836        202.000        266.000          3.287          12.52       1056.039        719.582               0.0          157.2          145.4         14.082
     31/12/2009           2009        158.550        16361.1       1517.629        202.000        268.000          3.689          13.84       1657.813        407.757               0.0          162.7          150.5         18.762
     31/12/2010           2010        147.458        15152.6        995.035        197.000        248.000          3.852          12.94        976.738        849.884               0.0          156.7          147.1         23.136
     31/12/2011           2011        156.818        15466.0       1342.092        200.000        255.000          3.628          13.53       1471.762        326.898               0.0          167.6          152.8         15.678
     31/12/2012           2012        147.787        15617.7       1268.480        189.000        240.000          4.184          11.97       1899.204        236.970               0.0          122.1          118.6         28.270
     31/12/2013           2013        142.331        14342.2       1330.760        194.000        249.000          3.816          11.53       1573.257        276.352               0.0          144.5          129.8         13.639
     31/12/2014           2014        148.096        15319.5        982.685        199.000        261.000          3.648          12.97       1083.817        699.262               0.0          157.3          145.7         17.552
     31/12/2015           2015        169.147        16891.8       1343.309        200.000        256.000          4.135          14.17       1323.965        735.326               0.0          164.5          152.8         25.040
     31/12/2016           2016        163.878        16380.2       1350.360        195.000        250.000          3.839          14.50       1719.379        535.960               0.0          167.0          157.7         24.287
