ApsimVersion = 7.9 r4044
Title = Corn_0_oat43
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000         77.226         8225.8        995.033        197.000        255.000          2.161           6.65       1033.662        327.330               0.0          175.8           83.3         12.276
     31/12/2001           2001         72.196         8944.8       1333.574        198.000        251.000          2.453           7.10       1016.412        403.098               0.0          175.6           78.3          8.119
     31/12/2002           2002         83.777         8960.3       1070.804        197.000        251.000          2.537           6.84        894.072        452.882               0.0          169.1           85.8          8.418
     31/12/2003           2003         70.010         7829.7        843.705        202.000        260.000          2.289           6.06        881.036        466.217               0.0          163.4           71.8          7.938
     31/12/2004           2004         69.333         7319.2       1039.503        202.000        270.000          1.974           5.48        856.615        462.784               0.0          157.0           65.6          7.639
     31/12/2005           2005         74.884         7931.7       1035.889        196.000        252.000          2.431           5.89        801.549        538.710               0.0          162.7           66.7          9.707
     31/12/2006           2006         95.085        10429.7       1506.729        197.000        251.000          3.070           7.81       1175.784        323.088               0.0          180.3           83.7          9.161
     31/12/2007           2007         80.555         8486.6       1281.035        193.000        245.000          2.511           6.40        889.264        437.286               0.0          172.2           74.8          5.782
     31/12/2008           2008         35.670         6513.8        815.774        202.000        266.000          1.922           4.88        636.955        719.582               0.0          150.5           59.1          6.432
     31/12/2009           2009         77.443         8671.9       1151.533        202.000        268.000          2.532           6.25        886.596        407.757               0.0          157.9           68.3          6.725
     31/12/2010           2010         48.005         5583.1        660.181        197.000        248.000          1.659           4.56        558.474        849.884               0.0          154.1           61.7          8.311
     31/12/2011           2011         67.035         7576.5        880.284        200.000        255.000          2.082           6.40        923.438        326.898               0.0          165.0           75.1          9.577
     31/12/2012           2012        108.623        10178.3       1244.478        189.000        240.000          2.647           8.72       1274.925        236.970               0.0          192.8          104.2          7.001
     31/12/2013           2013         90.555         8563.0       1203.300        194.000        249.000          2.259           7.21       1005.835        276.352               0.0          170.2           94.4          6.717
     31/12/2014           2014         47.694         5828.0        793.977        199.000        261.000          1.470           4.57        585.387        699.262               0.0          149.7           58.2          6.716
     31/12/2015           2015         59.977         6253.1        727.187        200.000        256.000          2.030           4.27        558.256        735.326               0.0          151.6           58.4          9.722
     31/12/2016           2016         83.781         9201.3       1344.195        195.000        250.000          2.732           6.80        857.972        535.960               0.0          170.8           75.5          8.944
