ApsimVersion = 7.9 r4044
Title = Corn_135_oat14
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        179.830        21398.5       1676.834        210.000        268.000          3.879          23.43       2021.221        341.300             135.0          142.2          129.9         94.854
     31/12/2001           2001        141.619        22744.9       1614.357        198.000        251.000          4.289          21.95       1770.553        403.098             135.0          134.4          124.9        109.070
     31/12/2002           2002        187.452        23986.7       1607.010        197.000        251.000          4.331          24.39       1877.116        452.882             135.0          149.7          138.9         97.150
     31/12/2003           2003        187.509        24163.7       1394.986        202.000        260.000          4.341          23.16       1649.398        466.217             135.0          149.1          138.3         99.842
     31/12/2004           2004        199.243        25371.8       1588.438        202.000        270.000          4.113          24.85       1775.679        462.784             135.0          166.6          156.2        103.499
     31/12/2005           2005        191.428        24220.9       1621.339        200.000        256.000          4.513          26.36       1930.659        571.857             135.0          170.0          157.0         97.472
     31/12/2006           2006        193.825        22277.3       1678.419        197.000        251.000          4.065          24.46       1997.867        323.088             135.0          144.2          134.1        104.839
     31/12/2007           2007        196.700        23721.1       1623.937        193.000        245.000          4.346          23.64       1786.384        437.286             135.0          152.0          142.4        105.364
     31/12/2008           2008        180.858        23569.6       1443.821        202.000        266.000          4.275          22.40       1333.420        719.582             135.0          164.5          152.6         83.458
     31/12/2009           2009        213.036        24289.2       1640.386        202.000        268.000          3.953          25.09       1823.519        407.757             135.0          161.0          148.8         97.546
     31/12/2010           2010        168.582        23005.4       1207.344        197.000        248.000          4.171          23.88       1154.360        849.884             135.0          164.3          154.7        110.613
     31/12/2011           2011        164.327        22030.9       1512.974        200.000        255.000          4.111          23.65       1608.310        326.898             135.0          160.9          146.1         66.112
     31/12/2012           2012        161.651        20630.2       1561.442        189.000        240.000          4.123          21.67       1906.423        236.970             135.0          105.0          101.5        128.511
     31/12/2013           2013        199.101        22527.1       1568.930        194.000        249.000          4.201          20.15       1671.868        276.352             135.0          115.0          100.3         75.378
     31/12/2014           2014        184.033        21737.6       1191.255        199.000        261.000          3.771          23.24       1278.595        699.262             135.0          161.5          149.8         83.516
     31/12/2015           2015        190.029        23305.5       1503.419        200.000        256.000          4.336          25.21       1524.442        735.326             135.0          168.7          157.0        108.525
     31/12/2016           2016        181.075        23516.7       1610.342        195.000        250.000          4.462          26.05       1885.225        535.960             135.0          167.8          158.5        110.399
