ApsimVersion = 7.9 r4044
Title = Corn_67_oat13
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        213.568        20452.9       1597.581        210.000        268.000          3.841          18.71       2015.011        341.300              67.4          138.7          126.4         65.197
     31/12/2001           2001        183.958        19144.7       1533.835        198.000        251.000          4.201          16.89       1761.158        403.098              67.4          142.8          133.3         69.108
     31/12/2002           2002        209.649        20835.6       1516.813        197.000        251.000          4.182          18.44       1839.193        452.882              67.4          155.0          144.2         64.246
     31/12/2003           2003        203.812        21128.2       1368.360        202.000        260.000          4.284          18.45       1611.449        466.217              67.4          158.1          147.3         66.194
     31/12/2004           2004        224.332        22142.8       1564.288        202.000        270.000          4.070          19.18       1722.241        462.784              67.4          167.3          156.9         66.017
     31/12/2005           2005        216.929        21668.9       1537.040        200.000        256.000          4.441          20.10       1898.231        571.857              67.4          170.2          157.2         66.170
     31/12/2006           2006        198.575        20051.9       1570.087        197.000        251.000          3.963          18.17       1988.273        323.088              67.4          144.1          133.9         69.869
     31/12/2007           2007        194.689        20277.7       1534.416        193.000        245.000          4.230          18.20       1786.466        437.286              67.4          156.3          146.7         66.490
     31/12/2008           2008        201.931        20059.8       1352.294        202.000        266.000          4.182          17.42       1228.947        719.582              67.4          162.3          150.4         52.744
     31/12/2009           2009        212.332        21360.4       1592.371        202.000        268.000          3.903          19.20       1787.108        407.757              67.4          162.0          149.8         63.168
     31/12/2010           2010        206.728        20275.6       1136.731        197.000        248.000          4.129          18.59       1108.922        849.884              67.4          162.9          153.3         72.227
     31/12/2011           2011        219.879        20156.3       1502.754        200.000        255.000          4.095          18.52       1593.372        326.898              67.4          164.1          149.3         42.355
     31/12/2012           2012        201.179        19117.8       1436.600        189.000        240.000          4.082          16.61       1897.415        236.970              67.4          105.4          101.9         80.437
     31/12/2013           2013        186.963        18855.0       1502.000        194.000        249.000          4.144          15.32       1665.437        276.352              67.4          127.0          112.3         47.725
     31/12/2014           2014        195.812        19823.1       1168.896        199.000        261.000          3.737          18.22       1230.702        699.262              67.4          160.8          149.2         54.901
     31/12/2015           2015        226.439        21661.6       1516.958        200.000        256.000          4.299          19.76       1486.634        735.326              67.4          167.9          156.2         71.886
     31/12/2016           2016        214.688        21566.8       1515.528        195.000        250.000          4.285          20.00       1857.594        535.960              67.4          167.4          158.2         72.305
