ApsimVersion = 7.9 r4044
Title = Corn_67_oat37
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        184.895        20248.0       1485.600        210.000        268.000          4.101          17.76       2005.911        341.300              67.4          130.5          118.3         65.197
     31/12/2001           2001        126.913        19306.7       1383.920        198.000        251.000          4.459          16.20       1770.768        403.098              67.4          135.7          126.2         69.109
     31/12/2002           2002        189.383        20829.1       1353.801        197.000        251.000          4.148          18.20       1819.385        452.882              67.4          152.7          141.9         64.245
     31/12/2003           2003        183.211        21395.8       1300.965        202.000        260.000          4.616          18.44       1598.008        466.217              67.4          158.1          147.3         66.193
     31/12/2004           2004        200.624        22384.7       1527.092        202.000        270.000          4.421          19.07       1698.042        462.784              67.4          166.9          156.5         66.016
     31/12/2005           2005        194.366        21743.1       1376.400        200.000        256.000          4.688          19.81       1876.235        571.857              67.4          168.4          155.4         66.171
     31/12/2006           2006        194.571        20235.0       1426.880        197.000        251.000          4.165          17.32       1987.220        323.088              67.4          136.4          126.3         69.868
     31/12/2007           2007        179.579        20337.5       1380.000        193.000        245.000          4.448          17.76       1771.020        437.286              67.4          152.8          143.3         66.489
     31/12/2008           2008        171.837        20193.9       1235.087        202.000        266.000          4.456          17.34       1195.552        719.582              67.4          161.5          149.7         52.743
     31/12/2009           2009        213.058        21845.8       1524.193        202.000        268.000          4.245          18.98       1776.040        407.757              67.4          161.1          148.8         63.169
     31/12/2010           2010        172.229        20590.7       1097.058        197.000        248.000          4.509          18.50       1101.641        849.884              67.4          162.4          152.8         72.227
     31/12/2011           2011        173.732        20576.6       1428.494        200.000        255.000          4.401          18.42       1581.482        326.898              67.4          164.1          149.3         42.355
     31/12/2012           2012        166.831        18963.2       1268.480        189.000        240.000          4.242          16.23       1896.638        236.970              67.4          102.1           98.6         80.436
     31/12/2013           2013        185.211        19136.5       1330.760        194.000        249.000          4.503          14.92       1654.116        276.352              67.4          121.5          106.7         47.725
     31/12/2014           2014        183.758        20307.6       1078.047        199.000        261.000          4.083          18.13       1219.048        699.262              67.4          160.5          148.9         54.900
     31/12/2015           2015        198.661        22217.7       1427.389        200.000        256.000          4.651          19.66       1472.272        735.326              67.4          167.9          156.2         71.885
     31/12/2016           2016        177.793        21272.7       1350.360        195.000        250.000          4.236          19.75       1835.230        535.960              67.4          165.3          156.0         72.305
