ApsimVersion = 7.9 r4044
Title = Corn_135_oat7
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        208.329        20663.2       1485.600        210.000        268.000          4.140          21.71       2006.086        341.300             135.0          128.7          116.5         94.854
     31/12/2001           2001        196.837        22167.6       1383.920        198.000        251.000          4.552          20.19       1756.590        403.098             135.0          119.1          109.5        109.071
     31/12/2002           2002        254.203        23626.1       1353.801        197.000        251.000          4.158          23.82       1840.909        452.882             135.0          143.8          133.0         97.150
     31/12/2003           2003        250.043        24383.6       1303.639        202.000        260.000          4.692          22.80       1632.432        466.217             135.0          146.2          135.4         99.844
     31/12/2004           2004        279.571        25867.5       1527.431        202.000        270.000          4.470          24.57       1747.985        462.784             135.0          165.6          155.2        103.500
     31/12/2005           2005        262.097        24678.5       1376.400        200.000        256.000          4.728          25.72       1897.087        571.857             135.0          165.6          152.6         97.473
     31/12/2006           2006        232.807        22434.9       1426.880        197.000        251.000          4.205          22.47       1987.711        323.088             135.0          124.0          113.8        104.839
     31/12/2007           2007        235.033        23426.0       1380.000        193.000        245.000          4.475          22.23       1771.038        437.286             135.0          140.1          130.5        105.360
     31/12/2008           2008        253.326        23794.4       1255.368        202.000        266.000          4.614          22.26       1312.266        719.582             135.0          164.2          152.4         83.454
     31/12/2009           2009        261.980        24739.8       1524.391        202.000        268.000          4.300          24.62       1803.590        407.757             135.0          158.1          145.9         97.545
     31/12/2010           2010        240.935        23396.2       1094.105        197.000        248.000          4.557          23.78       1148.651        849.884             135.0          164.4          154.7        110.611
     31/12/2011           2011        234.940        22682.8       1427.349        200.000        255.000          4.422          23.64       1593.983        326.898             135.0          159.2          144.4         66.112
     31/12/2012           2012        199.506        19569.4       1268.480        189.000        240.000          4.269          19.84       1896.302        236.970             135.0          100.2           96.7        128.512
     31/12/2013           2013        234.105        22201.5       1330.760        194.000        249.000          4.547          18.71       1658.936        276.352             135.0          100.5           85.8         75.386
     31/12/2014           2014        234.765        22706.9       1077.448        199.000        261.000          4.129          23.24       1282.638        699.262             135.0          161.4          149.7         83.522
     31/12/2015           2015        260.339        24168.8       1427.634        200.000        256.000          4.692          25.35       1510.630        735.326             135.0          169.0          157.3        108.528
     31/12/2016           2016        234.612        23096.2       1350.360        195.000        250.000          4.224          25.39       1859.603        535.960             135.0          164.7          155.4        110.400
