ApsimVersion = 7.9 r4044
Title = Corn_202_oat22
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        185.790        21365.2       1295.246        197.000        255.000          4.138          19.48       1371.048        327.330             202.0          173.8           74.0        132.406
     31/12/2001           2001        145.649        21071.6       1553.785        198.000        251.000          4.541          18.75       1506.697        403.098             202.0          181.7           81.8        120.477
     31/12/2002           2002        195.653        21969.8       1388.609        197.000        251.000          4.512          19.36       1298.788        452.882             202.0          181.6           80.7        104.934
     31/12/2003           2003        184.251        20845.7       1075.721        202.000        260.000          4.404          17.73       1210.900        466.217             202.0          171.4           72.6        104.155
     31/12/2004           2004        191.543        20955.1       1360.131        202.000        270.000          4.374          17.03       1235.389        462.784             202.0          172.1           70.0        117.047
     31/12/2005           2005        209.158        21844.6       1406.599        196.000        252.000          4.582          19.49       1304.521        538.710             202.0          181.4           79.0        103.519
     31/12/2006           2006        205.926        23081.9       1564.561        197.000        251.000          4.538          22.51       1678.729        323.088             202.0          194.7           94.6        123.396
     31/12/2007           2007        202.032        21642.4       1543.279        193.000        245.000          4.654          18.95       1427.946        437.286             202.0          188.7           90.4        108.818
     31/12/2008           2008        170.284        18184.4       1074.860        202.000        266.000          4.217          14.78        857.083        719.582             202.0          163.7           54.3         93.575
     31/12/2009           2009        209.361        21746.9       1482.387        202.000        268.000          4.222          18.65       1353.522        407.757             202.0          174.6           71.1        103.735
     31/12/2010           2010        136.673        16036.7        927.545        197.000        248.000          3.693          14.26        709.643        849.884             202.0          165.0           67.1        119.022
     31/12/2011           2011        173.611        19882.7       1181.905        200.000        255.000          4.387          17.53       1181.107        326.898             202.0          175.3           64.8         79.108
     31/12/2012           2012        183.013        20982.5       1476.577        189.000        240.000          4.289          18.98       1588.139        236.970             202.0          143.8           60.3        134.031
     31/12/2013           2013        198.527        20235.8       1407.926        194.000        249.000          4.479          16.02       1376.199        276.352             202.0          148.0           46.6         90.095
     31/12/2014           2014        145.828        17030.3        949.026        199.000        261.000          3.762          14.50        818.310        699.262             202.0          162.3           56.2         89.694
     31/12/2015           2015        184.910        20537.4       1132.509        200.000        256.000          4.597          17.42        914.697        735.326             202.0          172.3           71.2        114.132
     31/12/2016           2016        189.736        22609.2       1530.842        195.000        250.000          4.733          20.75       1357.869        535.960             202.0          189.3           91.1        113.704
