ApsimVersion = 7.9 r4044
Title = Corn_67_oat10
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        211.293        20626.7       1676.743        210.000        268.000          3.841          19.28       2020.693        341.300              67.4          144.4          132.2         65.197
     31/12/2001           2001        161.051        19431.2       1613.409        198.000        251.000          4.202          17.24       1765.927        403.098              67.4          146.3          136.8         69.108
     31/12/2002           2002        214.670        21210.4       1606.152        197.000        251.000          4.274          18.60       1855.430        452.882              67.4          156.4          145.6         64.245
     31/12/2003           2003        205.568        21271.3       1393.684        202.000        260.000          4.284          18.56       1615.729        466.217              67.4          159.2          148.4         66.193
     31/12/2004           2004        225.858        22272.5       1588.762        202.000        270.000          4.070          19.21       1734.148        462.784              67.4          167.4          157.0         66.016
     31/12/2005           2005        218.896        21808.6       1620.955        200.000        256.000          4.449          20.23       1917.352        571.857              67.4          171.4          158.4         66.170
     31/12/2006           2006        207.912        20612.0       1677.732        197.000        251.000          4.017          18.67       1995.958        323.088              67.4          149.2          139.0         69.869
     31/12/2007           2007        198.836        20614.8       1622.444        193.000        245.000          4.287          18.56       1788.192        437.286              67.4          159.9          150.3         66.491
     31/12/2008           2008        196.139        20139.6       1427.840        202.000        266.000          4.188          17.43       1231.269        719.582              67.4          162.2          150.4         52.744
     31/12/2009           2009        216.141        21595.8       1638.815        202.000        268.000          3.901          19.24       1798.204        407.757              67.4          162.5          150.2         63.168
     31/12/2010           2010        197.548        20329.1       1209.672        197.000        248.000          4.133          18.65       1109.424        849.884              67.4          162.9          153.3         72.227
     31/12/2011           2011        192.978        20184.4       1516.027        200.000        255.000          4.095          18.58       1599.493        326.898              67.4          164.5          149.7         42.355
     31/12/2012           2012        198.321        19498.8       1561.342        189.000        240.000          4.090          17.07       1905.065        236.970              67.4          109.5          106.0         80.436
     31/12/2013           2013        191.599        19208.9       1567.926        194.000        249.000          4.145          15.70       1670.895        276.352              67.4          131.1          116.3         47.723
     31/12/2014           2014        198.359        20034.1       1191.247        199.000        261.000          3.738          18.23       1235.062        699.262              67.4          160.9          149.2         54.899
     31/12/2015           2015        222.895        21879.1       1503.108        200.000        256.000          4.298          19.74       1494.539        735.326              67.4          167.9          156.3         71.885
     31/12/2016           2016        206.875        21717.8       1609.440        195.000        250.000          4.348          20.09       1871.810        535.960              67.4          168.0          158.8         72.304
