ApsimVersion = 7.9 r4044
Title = Corn_270_oat22
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        186.044        23298.1       1301.406        197.000        255.000          4.162          23.80       1388.321        327.330             270.0          163.0           63.0        161.002
     31/12/2001           2001        145.979        23568.2       1555.908        198.000        251.000          4.575          23.14       1512.085        403.098             270.0          174.3           74.2        144.632
     31/12/2002           2002        195.932        24251.6       1393.031        197.000        251.000          4.548          24.16       1335.952        452.882             270.0          176.7           74.9        126.508
     31/12/2003           2003        195.133        23217.5       1077.985        202.000        260.000          4.448          21.22       1256.129        466.217             270.0          162.7           63.2        125.415
     31/12/2004           2004        210.067        23914.6       1368.091        202.000        270.000          4.418          21.41       1330.187        462.784             270.0          174.2           71.9        143.534
     31/12/2005           2005        209.537        24464.8       1409.059        196.000        252.000          4.623          24.65       1360.272        538.710             270.0          182.2           79.7        125.766
     31/12/2006           2006        206.190        23521.9       1565.778        197.000        251.000          4.569          26.06       1682.521        323.088             270.0          194.1           93.9        151.369
     31/12/2007           2007        206.056        24172.0       1546.213        193.000        245.000          4.685          23.63       1463.533        437.286             270.0          187.8           89.4        131.510
     31/12/2008           2008        190.043        21679.6       1115.172        202.000        266.000          4.512          19.06        943.241        719.582             270.0          167.5           57.7        114.294
     31/12/2009           2009        224.750        24454.9       1512.209        202.000        268.000          4.262          23.69       1416.747        407.757             270.0          175.6           71.8        125.345
     31/12/2010           2010        172.097        19819.9       1004.764        197.000        248.000          3.985          18.71        778.241        849.884             270.0          168.8           70.8        144.144
     31/12/2011           2011        173.746        22135.2       1156.925        200.000        255.000          4.403          21.27       1207.055        326.898             270.0          167.2           55.7         99.266
     31/12/2012           2012        179.901        22536.0       1480.907        189.000        240.000          4.322          23.23       1582.275        236.970             270.0          134.9           51.4        172.558
     31/12/2013           2013        208.930        22541.2       1408.939        194.000        249.000          4.500          19.52       1391.111        276.352             270.0          131.2           29.9        111.587
     31/12/2014           2014        182.657        20124.6        982.363        199.000        261.000          3.861          18.53        897.573        699.262             270.0          165.3           58.9        108.864
     31/12/2015           2015        199.562        23455.6       1152.590        200.000        256.000          4.652          22.05        990.811        735.326             270.0          175.0           73.8        137.455
     31/12/2016           2016        190.110        24296.6       1533.531        195.000        250.000          4.790          26.08       1393.729        535.960             270.0          190.4           92.0        136.530
