ApsimVersion = 7.9 r4044
Title = Corn_202_oat40
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        225.637        21630.6       1597.293        210.000        268.000          4.151          23.42       2014.384        341.300             202.0          135.1          122.9        121.524
     31/12/2001           2001        190.993        22939.5       1534.043        198.000        251.000          4.208          25.19       1763.100        403.098             202.0          126.0          116.5        141.532
     31/12/2002           2002        235.759        22120.4       1516.210        197.000        251.000          3.536          24.93       1829.905        452.882             202.0          149.5          138.7        124.290
     31/12/2003           2003        266.312        26279.7       1374.936        202.000        260.000          4.719          28.02       1652.167        466.217             202.0          142.8          131.9        127.659
     31/12/2004           2004        284.720        27422.9       1562.005        202.000        270.000          4.504          30.27       1769.409        462.784             202.0          164.0          153.5        134.625
     31/12/2005           2005        258.368        24427.8       1537.083        200.000        256.000          4.472          27.45       1914.594        571.857             202.0          167.8          154.8        123.664
     31/12/2006           2006        222.510        21579.1       1569.696        197.000        251.000          3.761          24.04       1990.033        323.088             202.0          135.6          125.4        133.110
     31/12/2007           2007        240.145        23674.7       1534.829        193.000        245.000          4.156          26.30       1778.799        437.286             202.0          146.0          136.5        137.158
     31/12/2008           2008        257.572        25606.0       1359.517        202.000        266.000          4.601          27.06       1341.276        719.582             202.0          164.6          152.8        109.524
     31/12/2009           2009        269.648        25141.7       1595.435        202.000        268.000          4.181          28.28       1814.437        407.757             202.0          159.2          147.0        125.906
     31/12/2010           2010        240.840        24062.0       1130.537        197.000        248.000          4.547          27.67       1155.567        849.884             202.0          164.5          154.8        141.683
     31/12/2011           2011        235.120        22899.0       1499.542        200.000        255.000          4.437          25.95       1598.646        326.898             202.0          159.5          144.7         88.003
     31/12/2012           2012        207.202        19854.7       1436.600        189.000        240.000          3.973          21.39       1898.759        236.970             202.0          102.4           98.9        171.986
     31/12/2013           2013        266.395        24027.6       1502.000        194.000        249.000          4.401          24.08       1663.141        276.352             202.0           99.6           84.8         99.468
     31/12/2014           2014        235.424        22811.3       1161.608        199.000        261.000          4.164          24.93       1284.266        699.262             202.0          161.4          149.8        107.702
     31/12/2015           2015        260.747        24235.2       1517.708        200.000        256.000          4.717          26.29       1523.096        735.326             202.0          168.9          157.2        138.725
     31/12/2016           2016        215.661        21389.9       1515.168        195.000        250.000          3.578          23.76       1843.318        535.960             202.0          167.0          157.8        141.669
