ApsimVersion = 7.9 r4044
Title = Corn_270_oat26
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        232.658        23944.9       1732.756        206.000        262.000          4.335          26.05       2025.452        327.330             270.0          151.3          139.1        147.117
     31/12/2001           2001        252.889        24282.3       1735.363        204.000        261.000          4.700          26.95       1821.187        405.128             270.0          146.6          137.1        170.336
     31/12/2002           2002        267.928        25249.9       1667.130        203.000        261.000          4.506          27.89       1896.884        492.002             270.0          162.0          151.1        148.968
     31/12/2003           2003        254.782        26592.2       1509.823        208.000        271.000          4.851          30.08       1697.734        482.477             270.0          154.6          143.8        152.865
     31/12/2004           2004        260.310        27422.8       1699.750        212.000        287.000          4.730          31.32       1849.275        523.754             270.0          172.8          162.4        162.692
     31/12/2005           2005        245.917        26051.8       1778.297        204.000        262.000          4.893          29.21       1949.137        580.188             270.0          176.5          163.5        147.789
     31/12/2006           2006        229.726        22858.7       1769.681        202.000        260.000          4.249          25.54       2020.885        323.596             270.0          160.3          150.2        158.456
     31/12/2007           2007        244.669        25500.2       1753.539        199.000        251.000          4.776          28.05       1825.887        452.399             270.0          163.1          153.5        165.453
     31/12/2008           2008        275.128        25920.4       1433.126        209.000        273.000          4.725          28.56       1387.978        776.732             270.0          172.1          160.3        133.556
     31/12/2009           2009        263.077        25825.5       1718.019        208.000        278.000          4.489          28.47       1850.708        407.757             270.0          162.0          149.7        151.582
     31/12/2010           2010        241.424        24523.7       1243.269        203.000        256.000          4.629          27.51       1160.427        938.022             270.0          171.9          162.3        169.313
     31/12/2011           2011        247.151        23099.7       1512.233        207.000        271.000          4.403          25.37       1683.663        327.148             270.0          168.6          153.8        109.137
     31/12/2012           2012        224.543        22319.8       1668.161        196.000        248.000          4.234          25.41       1952.186        276.850             270.0          115.9          112.4        212.496
     31/12/2013           2013        235.781        25982.4       1711.513        201.000        255.000          4.964          28.23       1737.315        286.258             270.0          110.1           95.3        122.019
     31/12/2014           2014        248.155        25050.2       1423.460        208.000        272.000          4.698          26.97       1296.691        749.300             270.0          170.3          158.6        130.067
     31/12/2015           2015        243.696        25193.8       1528.385        206.000        265.000          4.851          27.37       1552.425        757.184             270.0          178.1          166.4        165.965
     31/12/2016           2016        232.935        24130.9       1728.482        202.000        256.000          4.572          26.16       1897.237        597.940             270.0          176.7          167.5        169.653
