ApsimVersion = 7.9 r4044
Title = Corn_135_oat33
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        205.965        19546.3       1485.600        210.000        268.000          3.825          21.23       1993.717        341.300             135.0          133.6          121.4         94.854
     31/12/2001           2001        194.037        21659.2       1383.920        198.000        251.000          4.435          20.80       1745.670        403.098             135.0          123.2          113.6        109.075
     31/12/2002           2002        257.009        23095.8       1353.801        197.000        251.000          4.233          24.16       1815.318        452.882             135.0          145.4          134.6         97.154
     31/12/2003           2003        249.584        23424.0       1264.724        202.000        260.000          4.477          22.76       1599.749        466.217             135.0          144.4          133.5         99.847
     31/12/2004           2004        281.109        25052.3       1519.177        202.000        270.000          4.286          24.81       1717.922        462.784             135.0          165.7          155.3        103.503
     31/12/2005           2005        257.234        23479.9       1376.400        200.000        256.000          4.508          26.24       1871.905        571.857             135.0          168.6          155.6         97.475
     31/12/2006           2006        234.028        21805.9       1426.880        197.000        251.000          4.196          23.15       1983.534        323.088             135.0          130.9          120.7        104.843
     31/12/2007           2007        238.543        22692.4       1380.000        193.000        245.000          4.335          22.92       1781.784        437.286             135.0          143.7          134.2        105.364
     31/12/2008           2008        254.728        22987.7       1224.888        202.000        266.000          4.385          22.31       1274.105        719.582             135.0          163.6          151.7         83.458
     31/12/2009           2009        260.933        23807.3       1522.098        202.000        268.000          4.114          24.98       1781.782        407.757             135.0          159.2          147.0         97.549
     31/12/2010           2010        237.104        22396.2       1038.533        197.000        248.000          4.377          23.58       1120.872        849.884             135.0          163.4          153.8        110.613
     31/12/2011           2011        231.531        21578.5       1396.540        200.000        255.000          4.211          23.47       1568.293        326.898             135.0          159.2          144.4         66.114
     31/12/2012           2012        201.203        18820.4       1268.480        189.000        240.000          3.993          19.63       1891.680        236.970             135.0          103.4           99.9        128.516
     31/12/2013           2013        239.553        21570.3       1330.760        194.000        249.000          4.230          19.25       1643.087        276.352             135.0          103.6           88.8         75.392
     31/12/2014           2014        227.061        21430.0        996.766        199.000        261.000          3.938          23.04       1251.807        699.262             135.0          161.0          149.4         83.529
     31/12/2015           2015        251.383        22717.9       1386.129        200.000        256.000          4.414          24.86       1451.507        735.326             135.0          168.4          156.7        108.533
     31/12/2016           2016        238.925        22682.0       1350.360        195.000        250.000          4.468          25.22       1835.398        535.960             135.0          166.9          157.7        110.403
