ApsimVersion = 7.9 r4044
Title = Corn_135_oat35
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        184.378        20541.1       1662.010        210.000        268.000          3.823          22.68       2008.057        341.300             135.0          144.3          132.1         94.854
     31/12/2001           2001        143.619        22390.4       1606.460        198.000        251.000          4.433          22.12       1759.455        403.098             135.0          134.9          125.4        109.073
     31/12/2002           2002        192.200        23363.7       1594.145        197.000        251.000          4.322          24.57       1850.389        452.882             135.0          150.3          139.5         97.152
     31/12/2003           2003        194.804        23775.4       1352.367        202.000        260.000          4.474          23.12       1620.919        466.217             135.0          147.9          137.1         99.843
     31/12/2004           2004        208.272        25117.1       1560.736        202.000        270.000          4.286          24.92       1741.072        462.784             135.0          166.7          156.3        103.500
     31/12/2005           2005        198.053        23494.1       1612.843        200.000        256.000          4.518          26.58       1903.413        571.857             135.0          171.0          158.0         97.474
     31/12/2006           2006        202.236        22125.3       1671.338        197.000        251.000          4.334          24.38       1992.187        323.088             135.0          143.4          133.3        104.841
     31/12/2007           2007        202.645        23169.1       1613.581        193.000        245.000          4.417          23.94       1774.672        437.286             135.0          153.2          143.6        105.365
     31/12/2008           2008        188.569        23190.2       1320.983        202.000        266.000          4.385          22.35       1284.280        719.582             135.0          163.5          151.7         83.459
     31/12/2009           2009        221.523        24009.1       1618.624        202.000        268.000          4.110          25.22       1799.279        407.757             135.0          161.2          149.0         97.549
     31/12/2010           2010        175.524        22693.5       1158.086        197.000        248.000          4.377          23.68       1125.919        849.884             135.0          163.4          153.8        110.613
     31/12/2011           2011        171.392        21602.3       1455.683        200.000        255.000          4.211          23.41       1576.646        326.898             135.0          160.3          145.5         66.113
     31/12/2012           2012        165.229        19711.0       1559.167        189.000        240.000          4.000          21.15       1895.552        236.970             135.0          106.7          103.2        128.514
     31/12/2013           2013        205.464        22205.4       1548.533        194.000        249.000          4.230          20.31       1658.025        276.352             135.0          115.2          100.5         75.383
     31/12/2014           2014        193.022        21426.8       1180.692        199.000        261.000          3.937          22.99       1253.352        699.262             135.0          161.1          149.4         83.520
     31/12/2015           2015        195.655        22714.4       1485.252        200.000        256.000          4.414          24.67       1468.547        735.326             135.0          168.2          156.5        108.528
     31/12/2016           2016        187.696        22933.5       1605.025        195.000        250.000          4.582          25.66       1866.980        535.960             135.0          168.0          158.8        110.401
