ApsimVersion = 7.9 r4044
Title = Corn_135_oat23
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        168.276        17820.3       1236.860        197.000        255.000          3.893          15.38       1304.029        327.330             135.0          182.8           83.8        100.242
     31/12/2001           2001        172.553        17441.5       1544.082        198.000        251.000          4.294          14.96       1425.847        403.098             135.0          187.7           87.9         92.223
     31/12/2002           2002        171.455        18121.6       1300.275        197.000        251.000          4.226          14.99       1180.987        452.882             135.0          183.6           84.2         80.938
     31/12/2003           2003        158.659        17017.2       1039.045        202.000        260.000          4.164          13.76       1113.895        466.217             135.0          172.8           74.7         80.271
     31/12/2004           2004        154.916        16335.3       1269.934        202.000        270.000          3.913          12.83       1091.661        462.784             135.0          168.6           66.9         87.448
     31/12/2005           2005        168.741        17471.9       1367.407        196.000        252.000          4.282          14.61       1143.708        538.710             135.0          177.4           75.1         79.106
     31/12/2006           2006        190.385        19225.3       1536.370        197.000        251.000          4.279          17.31       1602.432        323.088             135.0          194.9           94.9         92.207
     31/12/2007           2007        164.460        17621.8       1515.176        193.000        245.000          4.302          14.73       1302.863        437.286             135.0          188.6           90.4         82.401
     31/12/2008           2008        125.281        13285.8       1000.926        202.000        266.000          3.625          10.23        746.520        719.582             135.0          158.4           50.0         70.850
     31/12/2009           2009        161.292        17565.9       1378.239        202.000        268.000          4.001          14.13       1202.548        407.757             135.0          171.9           69.1         79.374
     31/12/2010           2010        114.943        11619.6        814.485        197.000        248.000          3.126           9.96        648.105        849.884             135.0          161.4           63.9         90.188
     31/12/2011           2011        159.192        15850.2       1094.055        200.000        255.000          4.059          13.52       1095.948        326.898             135.0          175.6           66.5         58.195
     31/12/2012           2012        186.575        17740.8       1425.606        189.000        240.000          3.917          15.69       1535.425        236.970             135.0          167.8           84.5         92.902
     31/12/2013           2013        159.281        16398.6       1399.224        194.000        249.000          4.099          13.13       1306.161        276.352             135.0          168.5           66.5         66.949
     31/12/2014           2014        123.017        12918.5        872.022        199.000        261.000          3.116          10.65        734.089        699.262             135.0          159.1           53.3         68.787
     31/12/2015           2015        149.497        15354.2       1012.076        200.000        256.000          4.054          12.54        791.999        735.326             135.0          167.3           66.4         87.728
     31/12/2016           2016        176.281        18782.7       1507.145        195.000        250.000          4.460          15.82       1209.501        535.960             135.0          186.6           88.6         87.466
