ApsimVersion = 7.9 r4044
Title = Corn_202_oat42
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        206.758        20526.5       1485.600        210.000        268.000          3.996          22.12       2005.869        341.300             202.0          129.3          117.0        121.524
     31/12/2001           2001        181.628        21884.4       1383.920        198.000        251.000          3.799          23.94       1754.024        403.098             202.0          121.9          112.4        141.535
     31/12/2002           2002        217.782        20637.9       1353.801        197.000        251.000          3.114          23.35       1793.506        452.882             202.0          150.2          139.5        124.295
     31/12/2003           2003        265.691        26121.1       1304.638        202.000        260.000          4.654          27.70       1640.678        466.217             202.0          140.1          129.3        127.666
     31/12/2004           2004        284.726        27424.5       1527.460        202.000        270.000          4.505          30.17       1756.385        462.784             202.0          162.6          152.1        134.629
     31/12/2005           2005        247.380        23665.9       1376.400        200.000        256.000          4.106          26.50       1888.182        571.857             202.0          166.8          153.8        123.666
     31/12/2006           2006        206.697        20277.2       1426.880        197.000        251.000          3.324          22.56       1985.815        323.088             202.0          133.0          122.8        133.112
     31/12/2007           2007        228.797        22772.6       1380.000        193.000        245.000          3.797          25.11       1776.581        437.286             202.0          142.1          132.5        137.161
     31/12/2008           2008        257.021        25511.7       1255.391        202.000        266.000          4.542          27.04       1336.862        719.582             202.0          164.7          152.8        109.527
     31/12/2009           2009        264.237        24704.4       1524.013        202.000        268.000          4.030          27.80       1797.936        407.757             202.0          158.1          145.8        125.907
     31/12/2010           2010        240.850        24064.4       1092.807        197.000        248.000          4.548          27.67       1154.844        849.884             202.0          164.5          154.9        141.684
     31/12/2011           2011        235.120        22899.5       1426.868        200.000        255.000          4.437          25.95       1593.770        326.898             202.0          158.8          144.0         88.003
     31/12/2012           2012        195.830        19095.0       1268.480        189.000        240.000          3.724          20.58       1897.465        236.970             202.0          101.6           98.1        171.987
     31/12/2013           2013        250.555        22909.1       1330.760        194.000        249.000          4.131          23.56       1654.758        276.352             202.0           96.2           81.5         99.473
     31/12/2014           2014        235.425        22812.2       1076.987        199.000        261.000          4.164          24.91       1283.037        699.262             202.0          161.4          149.8        107.704
     31/12/2015           2015        260.744        24235.4       1427.822        200.000        256.000          4.717          26.29       1511.234        735.326             202.0          169.0          157.3        138.727
     31/12/2016           2016        199.315        19947.0       1350.360        195.000        250.000          3.125          22.24       1805.988        535.960             202.0          167.3          158.0        141.670
