ApsimVersion = 7.9 r4044
Title = Corn_0_oat17
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000         87.359         9785.5       1136.200        197.000        255.000          2.587           7.59       1234.011        327.330               0.0          180.9           85.1         17.598
     31/12/2001           2001         76.625         9989.3       1513.359        198.000        251.000          2.681           7.88       1275.884        403.098               0.0          182.0           86.1          8.936
     31/12/2002           2002         95.263        10432.1       1277.170        197.000        251.000          2.885           7.92       1078.710        452.882               0.0          175.2           94.7         11.813
     31/12/2003           2003         80.741         9115.9        914.279        202.000        260.000          2.578           6.86        986.735        466.217               0.0          165.5           77.1         10.349
     31/12/2004           2004         74.661         8167.0       1134.850        202.000        270.000          2.165           6.02        961.197        462.784               0.0          159.7           69.7          9.208
     31/12/2005           2005         84.347         9160.4       1234.638        196.000        252.000          2.693           6.72        968.256        538.710               0.0          167.6           70.5         13.340
     31/12/2006           2006        100.907        11254.6       1549.291        197.000        251.000          3.136           8.49       1498.504        323.088               0.0          188.9           91.7         10.147
     31/12/2007           2007         89.408         9787.0       1501.203        193.000        245.000          2.853           7.26       1088.541        437.286               0.0          179.0           82.4          6.898
     31/12/2008           2008         40.704         7123.8        880.645        202.000        266.000          2.079           5.30        720.201        719.582               0.0          153.0           61.6          7.480
     31/12/2009           2009         87.655        10053.6       1285.831        202.000        268.000          2.799           7.23       1062.205        407.757               0.0          162.5           75.8          8.692
     31/12/2010           2010         51.903         6332.2        765.452        197.000        248.000          1.907           5.02        650.508        849.884               0.0          157.6           64.0          9.906
     31/12/2011           2011         75.212         8782.9       1012.871        200.000        255.000          2.430           7.25       1038.828        326.898               0.0          168.1           80.8         11.974
     31/12/2012           2012        116.393        11252.6       1512.489        189.000        240.000          2.945           9.36       1526.347        236.970               0.0          192.1          107.6          8.126
     31/12/2013           2013        104.417        10121.0       1352.307        194.000        249.000          2.621           8.39       1200.074        276.352               0.0          171.5          104.8          9.081
     31/12/2014           2014         56.161         7068.6        868.337        199.000        261.000          2.031           5.16        684.676        699.262               0.0          153.7           60.0          8.475
     31/12/2015           2015         71.253         7802.9        852.939        200.000        256.000          2.535           5.25        696.525        735.326               0.0          157.8           61.2         13.317
     31/12/2016           2016         97.446        10881.2       1501.850        195.000        250.000          3.017           8.05       1063.760        535.960               0.0          177.4           85.0         11.720
