ApsimVersion = 7.9 r4044
Title = Corn_67_oat28
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        203.299        22054.5       1680.525        206.000        262.000          4.250          19.09       2017.148        327.330              67.4          151.8          139.6         65.197
     31/12/2001           2001        195.487        20312.9       1634.403        204.000        261.000          4.636          17.93       1807.516        405.128              67.4          154.1          144.6         69.109
     31/12/2002           2002        214.382        22154.9       1596.769        203.000        261.000          4.610          19.25       1883.835        492.002              67.4          167.1          156.3         64.245
     31/12/2003           2003        206.785        22215.4       1502.631        208.000        271.000          4.765          19.15       1661.556        482.477              67.4          166.3          155.5         66.195
     31/12/2004           2004        211.332        23122.7       1688.516        212.000        287.000          4.654          19.89       1790.228        523.754              67.4          173.0          162.6         66.017
     31/12/2005           2005        214.434        22945.2       1670.782        204.000        262.000          4.879          20.55       1936.899        580.188              67.4          177.0          164.0         66.170
     31/12/2006           2006        205.295        21425.2       1657.427        202.000        260.000          4.385          19.34       2010.407        323.596              67.4          156.7          146.6         69.867
     31/12/2007           2007        196.862        21547.1       1640.900        199.000        251.000          4.793          18.89       1816.506        452.399              67.4          166.9          157.3         66.491
     31/12/2008           2008        196.512        20655.4       1328.458        209.000        273.000          4.557          17.77       1229.602        776.732              67.4          168.8          157.0         52.744
     31/12/2009           2009        211.662        22471.7       1660.617        208.000        278.000          4.388          19.75       1800.448        407.757              67.4          162.5          150.3         63.169
     31/12/2010           2010        204.037        21378.8       1231.971        203.000        256.000          4.536          19.03       1104.588        938.022              67.4          170.1          160.5         72.228
     31/12/2011           2011        215.644        21261.6       1532.505        207.000        271.000          4.369          19.48       1663.100        327.148              67.4          172.0          157.2         42.355
     31/12/2012           2012        195.599        20669.8       1571.652        196.000        248.000          4.343          16.83       1937.933        276.850              67.4          117.7          114.2         80.434
     31/12/2013           2013        176.974        20014.3       1615.442        201.000        255.000          4.798          15.62       1712.926        286.258              67.4          131.9          117.0         47.717
     31/12/2014           2014        201.747        21514.0       1363.156        208.000        272.000          4.568          18.49       1202.020        749.300              67.4          168.6          156.9         54.895
     31/12/2015           2015        221.809        22911.1       1510.883        206.000        265.000          4.768          20.16       1487.417        757.184              67.4          176.8          165.1         71.883
     31/12/2016           2016        212.225        22510.3       1624.227        202.000        256.000          4.759          20.60       1865.717        597.940              67.4          175.9          166.6         72.303
