ApsimVersion = 7.9 r4044
Title = Corn_0_oat12
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        158.195        16672.4       1485.600        210.000        268.000          3.741          13.78       2007.438        341.300               0.0          151.7          139.5         28.743
     31/12/2001           2001        112.551        14683.6       1383.920        198.000        251.000          3.413          12.97       1693.563        403.098               0.0          156.7          147.2         18.766
     31/12/2002           2002        156.732        15617.7       1353.801        197.000        251.000          3.529          13.41       1699.270        452.882               0.0          161.8          151.0         21.066
     31/12/2003           2003        156.323        16059.3       1219.082        202.000        260.000          3.686          13.77       1486.944        466.217               0.0          162.6          151.7         22.802
     31/12/2004           2004        168.476        16777.0       1514.415        202.000        270.000          3.481          13.95       1597.323        462.784               0.0          166.8          156.3         19.195
     31/12/2005           2005        164.283        16595.0       1376.400        200.000        256.000          3.941          14.68       1781.802        571.857               0.0          172.3          159.3         24.846
     31/12/2006           2006        153.757        15647.6       1426.880        197.000        251.000          3.528          13.91       1957.675        323.088               0.0          161.7          151.6         23.503
     31/12/2007           2007        153.841        15790.2       1380.000        193.000        245.000          3.837          13.73       1682.114        437.286               0.0          164.5          154.9         17.955
     31/12/2008           2008        152.252        14509.1       1196.033        202.000        266.000          3.127          12.62       1074.305        719.582               0.0          158.2          146.3         14.083
     31/12/2009           2009        158.938        16248.7       1518.415        202.000        268.000          3.473          13.88       1668.141        407.757               0.0          162.9          150.7         18.762
     31/12/2010           2010        150.668        15187.3       1009.826        197.000        248.000          3.605          13.14       1000.138        849.884               0.0          157.9          148.3         23.136
     31/12/2011           2011        163.610        15424.6       1388.955        200.000        255.000          3.484          13.53       1492.346        326.898               0.0          167.4          152.6         15.678
     31/12/2012           2012        149.452        15538.3       1268.480        189.000        240.000          3.974          12.05       1902.697        236.970               0.0          122.6          119.1         28.270
     31/12/2013           2013        142.311        14193.2       1330.760        194.000        249.000          3.598          11.50       1581.181        276.352               0.0          144.0          129.3         13.639
     31/12/2014           2014        147.308        15141.4        995.293        199.000        261.000          3.411          13.05       1100.087        699.262               0.0          157.9          146.3         17.552
     31/12/2015           2015        169.326        16756.2       1364.967        200.000        256.000          3.884          14.22       1340.944        735.326               0.0          165.0          153.3         25.041
     31/12/2016           2016        164.707        16345.8       1350.360        195.000        250.000          3.655          14.64       1734.449        535.960               0.0          168.2          159.0         24.287
