ApsimVersion = 7.9 r4044
Title = Corn_67_oat35
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        183.912        20022.3       1662.036        210.000        268.000          3.787          19.59       2007.905        341.300              67.4          145.7          133.5         65.197
     31/12/2001           2001        142.827        19503.9       1605.944        198.000        251.000          4.367          17.21       1758.006        403.098              67.4          144.9          135.4         69.109
     31/12/2002           2002        191.683        20814.4       1593.030        197.000        251.000          4.273          18.74       1832.485        452.882              67.4          156.6          145.8         64.245
     31/12/2003           2003        191.781        20983.3       1351.748        202.000        260.000          4.436          18.56       1591.541        466.217              67.4          158.5          147.6         66.193
     31/12/2004           2004        206.615        21976.4       1562.051        202.000        270.000          4.249          19.29       1697.237        462.784              67.4          167.6          157.2         66.016
     31/12/2005           2005        197.639        21480.7       1612.553        200.000        256.000          4.472          20.44       1888.316        571.857              67.4          172.1          159.1         66.171
     31/12/2006           2006        201.811        20560.4       1670.844        197.000        251.000          4.296          18.72       1990.203        323.088              67.4          148.4          138.3         69.869
     31/12/2007           2007        193.572        20547.1       1613.002        193.000        245.000          4.376          18.69       1782.630        437.286              67.4          159.9          150.3         66.490
     31/12/2008           2008        180.287        19977.4       1320.869        202.000        266.000          4.341          17.41       1189.665        719.582              67.4          161.3          149.5         52.744
     31/12/2009           2009        219.910        21539.5       1617.363        202.000        268.000          4.059          19.38       1779.254        407.757              67.4          162.7          150.5         63.169
     31/12/2010           2010        175.272        20117.0       1159.961        197.000        248.000          4.349          18.57       1087.838        849.884              67.4          162.1          152.5         72.227
     31/12/2011           2011        171.253        19998.7       1460.131        200.000        255.000          4.196          18.56       1569.479        326.898              67.4          163.7          148.8         42.356
     31/12/2012           2012        170.239        18937.3       1559.099        189.000        240.000          3.975          17.18       1894.419        236.970              67.4          109.3          105.8         80.437
     31/12/2013           2013        195.968        19145.1       1565.962        194.000        249.000          4.203          15.71       1658.883        276.352              67.4          129.8          115.1         47.725
     31/12/2014           2014        190.931        19887.5       1166.022        199.000        261.000          3.906          18.22       1212.454        699.262              67.4          160.5          148.9         54.901
     31/12/2015           2015        195.387        21560.4       1485.593        200.000        256.000          4.386          19.83       1450.259        735.326              67.4          167.6          155.9         71.886
     31/12/2016           2016        187.211        21521.1       1604.610        195.000        250.000          4.515          20.25       1855.327        535.960              67.4          168.2          159.0         72.306
