ApsimVersion = 7.9 r4044
Title = Corn_270_oat44
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        237.510        22407.8       1257.744        197.000        255.000          3.858          23.81       1378.078        327.330             270.0          164.5           64.6        161.002
     31/12/2001           2001        190.814        22608.3       1522.587        198.000        251.000          4.241          23.23       1503.590        403.098             270.0          174.3           74.3        144.633
     31/12/2002           2002        252.724        23739.8       1287.533        197.000        251.000          4.297          24.10       1308.799        452.882             270.0          176.1           74.3        126.510
     31/12/2003           2003        233.909        22675.7       1058.527        202.000        260.000          4.104          21.00       1250.185        466.217             270.0          161.2           61.8        125.417
     31/12/2004           2004        248.846        23549.2       1334.516        202.000        270.000          4.054          21.41       1326.145        462.784             270.0          174.1           71.9        143.535
     31/12/2005           2005        261.870        23825.7       1314.351        196.000        252.000          4.254          24.63       1341.491        538.710             270.0          181.7           79.2        125.767
     31/12/2006           2006        237.490        22480.0       1530.702        197.000        251.000          4.154          25.25       1654.792        323.088             270.0          194.0           93.8        151.371
     31/12/2007           2007        244.307        23531.8       1510.880        193.000        245.000          4.365          23.68       1451.158        437.286             270.0          187.8           89.4        131.512
     31/12/2008           2008        221.628        21168.6       1068.571        202.000        266.000          4.174          18.94        941.804        719.582             270.0          167.4           57.7        114.296
     31/12/2009           2009        251.943        23640.8       1417.253        202.000        268.000          3.919          23.70       1390.680        407.757             270.0          175.3           71.6        125.346
     31/12/2010           2010        205.179        19220.7        962.911        197.000        248.000          3.619          18.41        777.113        849.884             270.0          168.9           70.8        144.146
     31/12/2011           2011        221.733        21317.3       1133.409        200.000        255.000          4.092          21.23       1201.790        326.898             270.0          167.8           56.3         99.268
     31/12/2012           2012        233.445        21936.8       1395.565        189.000        240.000          4.096          23.08       1575.456        236.970             270.0          134.9           51.6        172.560
     31/12/2013           2013        239.684        22044.5       1351.737        194.000        249.000          4.145          19.80       1383.568        276.352             270.0          133.6           32.9        111.591
     31/12/2014           2014        195.474        19046.0        902.706        199.000        261.000          3.349          18.30        889.129        699.262             270.0          165.2           58.9        108.868
     31/12/2015           2015        245.526        22737.8       1141.722        200.000        256.000          4.294          22.00        982.639        735.326             270.0          174.7           73.6        137.457
     31/12/2016           2016        243.631        23478.1       1505.600        195.000        250.000          4.452          25.69       1358.306        535.960             270.0          190.0           91.7        136.531
