ApsimVersion = 7.9 r4044
Title = Corn_202_oat20
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        210.388        21270.0       1249.220        197.000        255.000          4.136          19.45       1370.731        327.330             202.0          174.1           74.2        132.406
     31/12/2001           2001        196.718        20553.7       1383.920        198.000        251.000          4.538          18.36       1477.002        403.098             202.0          178.2           78.3        120.477
     31/12/2002           2002        218.678        21818.9       1293.119        197.000        251.000          4.510          19.33       1287.768        452.882             202.0          181.2           80.5        104.934
     31/12/2003           2003        195.929        20724.1       1024.588        202.000        260.000          4.402          17.52       1208.932        466.217             202.0          170.3           71.5        104.156
     31/12/2004           2004        199.596        20839.3       1312.851        202.000        270.000          4.365          17.02       1235.473        462.784             202.0          172.2           70.1        117.047
     31/12/2005           2005        217.894        21756.3       1263.575        196.000        252.000          4.581          19.50       1304.865        538.710             202.0          181.5           79.1        103.519
     31/12/2006           2006        234.966        22691.5       1426.880        197.000        251.000          4.541          22.17       1654.768        323.088             202.0          191.9           91.8        123.396
     31/12/2007           2007        202.626        21374.1       1376.168        193.000        245.000          4.640          18.77       1413.572        437.286             202.0          187.2           89.0        108.818
     31/12/2008           2008        163.388        17051.7        989.974        202.000        266.000          4.085          13.87        834.989        719.582             202.0          162.8           53.5         93.575
     31/12/2009           2009        206.479        21508.6       1405.183        202.000        268.000          4.220          18.70       1345.593        407.757             202.0          175.0           71.5        103.736
     31/12/2010           2010        157.570        15593.3        847.713        197.000        248.000          3.660          13.87        703.580        849.884             202.0          164.5           66.6        119.022
     31/12/2011           2011        202.720        19638.5       1097.297        200.000        255.000          4.382          17.48       1180.190        326.898             202.0          175.4           65.0         79.109
     31/12/2012           2012        218.979        20388.4       1262.769        189.000        240.000          4.289          18.29       1558.702        236.970             202.0          136.9           53.4        134.031
     31/12/2013           2013        193.826        19830.8       1269.704        194.000        249.000          4.477          16.00       1372.829        276.352             202.0          148.9           47.6         90.098
     31/12/2014           2014        158.753        16566.1        865.812        199.000        261.000          3.739          14.27        809.945        699.262             202.0          161.9           55.8         89.694
     31/12/2015           2015        200.387        20139.6       1104.744        200.000        256.000          4.548          17.37        908.431        735.326             202.0          172.0           70.9        114.133
     31/12/2016           2016        222.365        22557.6       1350.360        195.000        250.000          4.732          20.72       1347.681        535.960             202.0          189.7           91.5        113.704
