ApsimVersion = 7.9 r4044
Title = Corn_67_oat17
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        133.611        15191.9       1326.396        197.000        255.000          3.711          11.93       1408.380        327.330              67.4          187.1           83.2         68.017
     31/12/2001           2001        117.675        14039.1       1561.334        198.000        251.000          3.660          11.34       1457.848        403.098              67.4          186.8           85.6         58.629
     31/12/2002           2002        139.628        15650.7       1508.539        197.000        251.000          4.074          11.84       1264.990        452.882              67.4          180.0           88.3         55.753
     31/12/2003           2003        123.153        14064.0       1035.442        202.000        260.000          3.801          10.52       1104.896        466.217              67.4          171.4           73.3         55.218
     31/12/2004           2004        116.000        12813.6       1262.529        202.000        270.000          3.228           9.41       1086.921        462.784              67.4          166.5           64.1         56.258
     31/12/2005           2005        128.334        14259.8       1436.463        196.000        252.000          3.844          10.74       1148.635        538.710              67.4          174.4           69.1         55.804
     31/12/2006           2006        147.309        16314.1       1618.598        197.000        251.000          3.932          12.91       1719.069        323.088              67.4          193.6           93.1         58.271
     31/12/2007           2007        127.871        14400.4       1528.080        193.000        245.000          3.883          11.00       1326.523        437.286              67.4          186.7           85.2         51.631
     31/12/2008           2008         99.586        10651.1       1013.362        202.000        266.000          2.940           7.85        770.855        719.582              67.4          157.3           51.5         46.044
     31/12/2009           2009        125.734        14656.0       1505.369        202.000        268.000          3.685          10.76       1252.528        407.757              67.4          170.4           68.9         52.843
     31/12/2010           2010         89.405         9715.1        817.739        197.000        248.000          2.746           7.66        688.152        849.884              67.4          161.0           61.9         58.968
     31/12/2011           2011        126.881        13145.8       1106.594        200.000        255.000          3.530          10.54       1131.742        326.898              67.4          174.1           70.7         37.988
     31/12/2012           2012        145.573        15155.3       1536.951        189.000        240.000          3.965          12.03       1671.254        236.970              67.4          176.2           93.9         52.181
     31/12/2013           2013        135.791        14174.8       1487.110        194.000        249.000          3.692          11.11       1355.954        276.352              67.4          172.7           85.4         42.104
     31/12/2014           2014         96.805        10968.3        937.274        199.000        261.000          3.048           8.02        757.500        699.262              67.4          158.9           52.3         46.757
     31/12/2015           2015        112.001        12498.5       1011.916        200.000        256.000          3.633           9.25        831.314        735.326              67.4          166.1           60.9         60.763
     31/12/2016           2016        137.418        15593.3       1536.096        195.000        250.000          4.029          11.83       1277.580        535.960              67.4          180.5           80.1         59.964
