ApsimVersion = 7.9 r4044
Title = Corn_270_oat20
           Date           year      CropYield   CropBiomamas      RootDepth     FlowerDate   MaturityDate    LAI_maximum      TotalNupt  AvgWTInseason     RainSeason NfertilizerAmount     GrossMiner       NetMiner SowingNO3_60cm
   (dd/mm/yyyy)         (year)             ()        (kg/ha)           (mm)          (doy)          (doy)      (m^2/m^2)        (g/m^2)           (mm)           (mm)           (kg/ha)        (kg/ha)        (kg/ha)             ()
     31/12/2000           2000        244.753        23267.7       1253.193        197.000        255.000          4.161          23.77       1387.380        327.330             270.0          162.9           62.9        161.002
     31/12/2001           2001        197.178        22931.8       1383.920        198.000        251.000          4.574          22.41       1494.265        403.098             270.0          167.0           66.9        144.632
     31/12/2002           2002        261.451        24268.5       1287.375        197.000        251.000          4.548          24.05       1322.791        452.882             270.0          175.1           73.2        126.508
     31/12/2003           2003        234.246        23173.2       1027.465        202.000        260.000          4.449          21.00       1252.296        466.217             270.0          161.5           62.0        125.416
     31/12/2004           2004        248.392        24036.1       1298.007        202.000        270.000          4.417          21.40       1332.321        462.784             270.0          174.3           72.0        143.534
     31/12/2005           2005        265.083        24452.5       1264.287        196.000        252.000          4.624          24.62       1355.024        538.710             270.0          182.0           79.5        125.766
     31/12/2006           2006        246.929        23527.3       1426.880        197.000        251.000          4.571          26.42       1658.737        323.088             270.0          191.2           91.0        151.370
     31/12/2007           2007        241.847        23817.9       1376.181        193.000        245.000          4.668          23.26       1447.636        437.286             270.0          184.7           86.3        131.510
     31/12/2008           2008        210.308        20969.6       1005.677        202.000        266.000          4.484          18.25        928.298        719.582             270.0          166.7           57.0        114.294
     31/12/2009           2009        253.980        24248.8       1402.636        202.000        268.000          4.262          23.67       1404.480        407.757             270.0          175.7           71.9        125.345
     31/12/2010           2010        203.555        19362.6        901.727        197.000        248.000          3.971          18.22        769.462        849.884             270.0          168.2           70.1        144.145
     31/12/2011           2011        234.700        21853.2       1100.179        200.000        255.000          4.402          21.29       1205.020        326.898             270.0          168.2           56.7         99.267
     31/12/2012           2012        237.522        21817.6       1263.257        189.000        240.000          4.323          22.40       1562.925        236.970             270.0          129.1           45.6        172.559
     31/12/2013           2013        236.368        22289.6       1270.099        194.000        249.000          4.498          19.43       1386.825        276.352             270.0          130.8           29.7        111.593
     31/12/2014           2014        197.357        19767.1        908.064        199.000        261.000          3.846          18.39        890.232        699.262             270.0          165.1           58.8        108.867
     31/12/2015           2015        246.230        23212.9       1115.538        200.000        256.000          4.650          22.02        987.678        735.326             270.0          174.8           73.6        137.456
     31/12/2016           2016        250.028        24299.7       1350.360        195.000        250.000          4.791          25.97       1376.396        535.960             270.0          190.5           92.1        136.531
